"m","z","X","y","outlier","condition","task","type","participant","rounds"
"apr",1915,-89.79431,289.3373,0,"hd","crazy","control","Co7","both"
"jan",1873,-240.70546,406.59705,0,"str","crazy","control","Co7","both"
"may",1958,-462.4535,132.61531,0,"str","crazy","control","Co7","both"
"mar",1814,-160.66599,355.98538,0,"str","crazy","control","Co7","both"
"sep",1657,129.49455,184.17001,0,"str","crazy","control","Co7","both"
"feb",1814,-176.41756,387.48853,0,"str","crazy","control","Co7","both"
"oct",1618,118.01694,5.6198077,0,"str","crazy","control","Co7","both"
"aug",1750,-197.54582,118.52747,0,"str","crazy","control","Co7","both"
"nov",1833,-452.02997,-111.41588,0,"str","crazy","control","Co7","both"
"jun",1873,-331.78317,243.9582,0,"str","crazy","control","Co7","both"
"dec",1843,-361.67642,-76.81625,0,"str","crazy","control","Co7","both"
"jul",1947,-429.4238,148.77672,0,"str","crazy","control","Co7","both"
"apr",1786,-145.77924,235.72813,0,"str","crazy","control","Co7","both"
"jul",2063,-419.1809,175.55441,0,"str","crazy","control","Co7","both"
"jan",1915,-169.61156,495.53174,0,"str","crazy","control","Co7","both"
"may",2114,-469.92807,187.23695,0,"str","crazy","control","Co7","both"
"dec",1958,-370.64285,-187.0217,0,"str","crazy","control","Co7","both"
"aug",1732,-81.21345,108.28462,0,"str","crazy","control","Co7","both"
"jun",2114,-407.51578,168.88036,0,"str","crazy","control","Co7","both"
"mar",1936,-110.95213,396.73798,0,"str","crazy","control","Co7","both"
"oct",1715,265.07617,17.870283,0,"str","crazy","control","Co7","both"
"apr",1915,-199.543,262.7316,0,"str","crazy","control","Co7","both"
"sep",1814,286.6786,179.56783,0,"str","crazy","control","Co7","both"
"nov",2003,-469.60333,-180.88428,0,"str","crazy","control","Co7","both"
"feb",1958,-88.41024,425.04913,0,"str","crazy","control","Co7","both"
"may",2003,-476.5604,177.40569,0,"str","crazy","control","Co7","both"
"dec",2003,-417.4252,-184.36287,0,"str","crazy","control","Co7","both"
"sep",1596,155.21638,146.90114,0,"str","crazy","control","Co7","both"
"feb",1915,-169.61156,415.71457,0,"str","crazy","control","Co7","both"
"jun",2194,-369.59387,129.54837,0,"str","crazy","control","Co7","both"
"apr",1833,-47.74965,318.33096,0,"str","crazy","control","Co7","both"
"oct",1715,247.2058,-101.26511,0,"str","crazy","control","Co7","both"
"jan",1925,-160.46797,494.77634,0,"str","crazy","control","Co7","both"
"jul",2181,-420.43137,98.47938,0,"str","crazy","control","Co7","both"
"mar",1925,-66.861664,397.82687,0,"str","crazy","control","Co7","both"
"nov",1925,-491.4332,-244.04518,0,"str","crazy","control","Co7","both"
"aug",1768,27.633886,150.4509,0,"str","crazy","control","Co7","both"
"dec",1969,-396.66162,-229.1063,0,"str","crazy","control","Co7","both"
"sep",1641,230.83954,99.74544,0,"str","crazy","control","Co7","both"
"mar",1915,-202.86873,412.38885,0,"str","crazy","control","Co7","both"
"may",2153,-497.29272,145.82266,0,"str","crazy","control","Co7","both"
"jan",1873,-94.33051,523.697,0,"str","crazy","control","Co7","both"
"apr",1843,-140.82976,252.85344,0,"str","crazy","control","Co7","both"
"oct",1698,268.3463,-115.005554,0,"str","crazy","control","Co7","both"
"aug",1833,-203.73183,-28.649807,0,"str","crazy","control","Co7","both"
"feb",1904,-128.9579,436.4729,0,"str","crazy","control","Co7","both"
"jul",2127,-402.634,40.63275,0,"str","crazy","control","Co7","both"
"nov",2039,-492.2078,-230.16914,0,"str","crazy","control","Co7","both"
"jun",1969,-362.46664,222.26726,0,"str","crazy","control","Co7","both"
"dec",1750,-382.935,-124.60584,0,"tr","crazy","control","Co7","both"
"jul",1833,-426.5635,168.71541,0,"tr","crazy","control","Co7","both"
"mar",1824,-148.88092,294.59424,0,"tr","crazy","control","Co7","both"
"aug",1741,-69.54132,111.870834,0,"tr","crazy","control","Co7","both"
"apr",1795,-215.09483,221.32945,0,"tr","crazy","control","Co7","both"
"feb",1843,-192.0406,368.0778,0,"tr","crazy","control","Co7","both"
"oct",1723,92.76064,47.87638,0,"tr","crazy","control","Co7","both"
"jan",1833,-238.74825,391.54712,0,"tr","crazy","control","Co7","both"
"nov",1786,-455.9479,-102.35569,0,"tr","crazy","control","Co7","both"
"may",1824,-449.81052,212.23453,0,"tr","crazy","control","Co7","both"
"sep",1824,171.05476,148.8809,0,"tr","crazy","control","Co7","both"
"jun",1853,-411.90952,189.86452,0,"tr","crazy","control","Co7","both"
"apr",1804,-275.69928,278.8322,0,"tr","crazy","control","Co7","both"
"jan",1824,-269.2528,430.8044,0,"tr","crazy","control","Co7","both"
"jul",1833,-487.0464,98.682556,0,"tr","crazy","control","Co7","both"
"may",1814,-456.7954,226.82253,0,"tr","crazy","control","Co7","both"
"aug",1681,-72.98341,108.015434,0,"tr","crazy","control","Co7","both"
"dec",1786,-372.2024,-173.69446,0,"tr","crazy","control","Co7","both"
"feb",1795,-165.21776,311.73163,0,"tr","crazy","control","Co7","both"
"sep",1853,205.95482,109.41346,0,"tr","crazy","control","Co7","both"
"jun",1915,-419.0403,156.30862,0,"tr","crazy","control","Co7","both"
"oct",1804,191.10982,-97.12138,0,"tr","crazy","control","Co7","both"
"mar",1795,-227.56409,317.96625,0,"tr","crazy","control","Co7","both"
"nov",1777,-441.30606,-132.70044,0,"tr","crazy","control","Co7","both"
"nov",1833,-499.77963,-146.4323,0,"tr","crazy","control","Co7","both"
"mar",1833,-146.43227,391.54712,0,"tr","crazy","control","Co7","both"
"aug",1768,-76.760666,-18.42263,0,"tr","crazy","control","Co7","both"
"apr",1853,-215.60886,299.278,0,"tr","crazy","control","Co7","both"
"jul",1969,-519.7634,78.6484,0,"tr","crazy","control","Co7","both"
"may",1843,-531.31226,220.84666,0,"tr","crazy","control","Co7","both"
"dec",1833,-420.19687,-155.98227,0,"tr","crazy","control","Co7","both"
"jun",1904,-433.16635,231.46289,0,"tr","crazy","control","Co7","both"
"sep",1777,160.47496,163.56097,0,"tr","crazy","control","Co7","both"
"jan",1904,-224.84967,479.4589,0,"tr","crazy","control","Co7","both"
"oct",1741,205.60046,-39.30598,0,"tr","crazy","control","Co7","both"
"feb",1925,-213.95732,444.6301,0,"tr","crazy","control","Co7","both"
"sep",1715,145.94083,190.61652,0,"tr","crazy","control","Co7","both"
"apr",1824,-253.4144,326.271,0,"tr","crazy","control","Co7","both"
"dec",1824,-433.9721,-171.05473,0,"tr","crazy","control","Co7","both"
"may",1833,-480.6798,267.398,0,"tr","crazy","control","Co7","both"
"mar",1883,-150.4266,428.3888,0,"tr","crazy","control","Co7","both"
"jul",1925,-474.71777,43.46004,0,"tr","crazy","control","Co7","both"
"jan",1915,-119.72581,508.83463,0,"tr","crazy","control","Co7","both"
"oct",1814,223.67232,-72.45727,0,"tr","crazy","control","Co7","both"
"aug",1786,-229.5248,77.54214,0,"tr","crazy","control","Co7","both"
"nov",1843,-505.70688,-147.23117,0,"tr","crazy","control","Co7","both"
"feb",1904,-148.79759,446.3928,0,"tr","crazy","control","Co7","both"
"jun",1904,-443.08615,95.89174,0,"tr","crazy","control","Co7","both"
"aug",1741,-72.564865,-117.917946,0,"hd","month","control","Co7","both"
"may",2003,288.71906,-351.3329,0,"hd","month","control","Co7","both"
"dec",1833,-31.8331,429.74686,0,"hd","month","control","Co7","both"
"oct",1795,-115.340675,59.22896,0,"hd","month","control","Co7","both"
"apr",2015,398.92975,-125.977875,0,"hd","month","control","Co7","both"
"jul",1777,67.89327,-370.32687,0,"hd","month","control","Co7","both"
"mar",2127,413.7157,232.71506,0,"hd","month","control","Co7","both"
"jan",2101,215.27551,415.95593,0,"hd","month","control","Co7","both"
"sep",1824,-136.21022,180.55772,0,"hd","month","control","Co7","both"
"feb",2153,269.21115,310.34058,0,"hd","month","control","Co7","both"
"jun",2003,215.66971,-406.98962,0,"hd","month","control","Co7","both"
"nov",1814,-47.2547,311.88098,0,"hd","month","control","Co7","both"
"feb",2114,286.3624,378.14523,0,"hd","month","control","Co7","both"
"nov",1873,-133.36385,315.51932,0,"hd","month","control","Co7","both"
"apr",2088,406.12994,-47.140087,0,"hd","month","control","Co7","both"
"oct",1824,-85.52732,243.91135,0,"hd","month","control","Co7","both"
"jun",2101,346.62997,-288.25027,0,"hd","month","control","Co7","both"
"jan",2167,195.69456,432.78598,0,"hd","month","control","Co7","both"
"sep",1706,-79.9943,62.2178,0,"hd","month","control","Co7","both"
"mar",2327,371.79257,214.1848,0,"hd","month","control","Co7","both"
"jul",1833,-19.099873,-130.51572,0,"hd","month","control","Co7","both"
"may",2297,374.97766,-91.749916,0,"hd","month","control","Co7","both"
"aug",1843,-6.4013166,-179.2379,0,"hd","month","control","Co7","both"
"dec",1947,-60.863194,395.61087,0,"hd","month","control","Co7","both"
"dec",1958,-91.81058,459.0531,0,"hd","month","control","Co7","both"
"aug",1833,-143.24895,-54.116356,0,"hd","month","control","Co7","both"
"jan",2181,257.56152,473.4587,0,"hd","month","control","Co7","both"
"jul",1873,-9.758305,-250.46388,0,"hd","month","control","Co7","both"
"feb",2327,396.03986,270.76193,0,"hd","month","control","Co7","both"
"nov",1883,-104.64455,382.60672,0,"hd","month","control","Co7","both"
"may",2392,307.40396,-378.02374,0,"hd","month","control","Co7","both"
"sep",1894,-230.24727,13.156927,0,"hd","month","control","Co7","both"
"mar",2343,419.108,223.7955,0,"hd","month","control","Co7","both"
"jun",2140,204.40567,-490.57367,0,"hd","month","control","Co7","both"
"apr",2409,443.46487,-37.652695,0,"hd","month","control","Co7","both"
"oct",1904,-231.46294,234.7695,0,"hd","month","control","Co7","both"
"aug",1768,-181.15515,-73.690254,0,"hd","month","control","Co7","both"
"feb",2194,342.92218,365.78366,0,"hd","month","control","Co7","both"
"nov",1915,-149.65724,302.6402,0,"hd","month","control","Co7","both"
"may",2237,341.87323,-345.75824,0,"hd","month","control","Co7","both"
"sep",1863,-252.36195,42.060287,0,"hd","month","control","Co7","both"
"mar",2281,415.94034,209.9508,0,"hd","month","control","Co7","both"
"jul",1814,-242.57408,-160.66605,0,"hd","month","control","Co7","both"
"dec",1969,-109.42385,454.79306,0,"hd","month","control","Co7","both"
"oct",1824,-224.90529,155.21631,0,"hd","month","control","Co7","both"
"jun",2051,199.46666,-473.73325,0,"hd","month","control","Co7","both"
"jan",2194,251.47636,419.1271,0,"hd","month","control","Co7","both"
"apr",2208,368.11783,-314.43393,0,"hd","month","control","Co7","both"
"jan",1750,-9.117476,404.20917,0,"str","month","control","Co7","both"
"may",1715,160.83275,-217.42207,0,"str","month","control","Co7","both"
"mar",1690,90.98403,290.56168,0,"str","month","control","Co7","both"
"sep",1690,-352.19598,-8.804934,0,"str","month","control","Co7","both"
"feb",1690,14.674833,328.71625,0,"str","month","control","Co7","both"
"oct",1723,-350.09634,254.34349,0,"str","month","control","Co7","both"
"aug",1768,-362.3103,21.492966,0,"str","month","control","Co7","both"
"nov",1786,-310.16867,331.88046,0,"str","month","control","Co7","both"
"jun",1698,64.87494,-238.85773,0,"str","month","control","Co7","both"
"dec",1759,-229.10974,369.63034,0,"str","month","control","Co7","both"
"jul",1723,-251.35123,-143.62932,0,"str","month","control","Co7","both"
"apr",1657,120.8616,112.228584,0,"str","month","control","Co7","both"
"jul",1804,-313.29465,-197.37567,0,"str","month","control","Co7","both"
"jan",1873,159.38611,426.11374,0,"str","month","control","Co7","both"
"may",1804,291.364,-216.17334,0,"str","month","control","Co7","both"
"dec",1863,-229.71411,456.19278,0,"str","month","control","Co7","both"
"aug",1833,-378.81387,-15.91658,0,"str","month","control","Co7","both"
"jun",1786,49.627056,-381.50748,0,"str","month","control","Co7","both"
"mar",1750,164.11504,309.99496,0,"str","month","control","Co7","both"
"oct",1873,-377.3221,230.9471,0,"str","month","control","Co7","both"
"apr",1706,228.13202,56.29226,0,"str","month","control","Co7","both"
"sep",1853,-379.7291,96.54125,0,"str","month","control","Co7","both"
"nov",1915,-305.96588,375.80594,0,"str","month","control","Co7","both"
"feb",1759,79.42478,360.46597,0,"str","month","control","Co7","both"
"may",1873,269.98044,-348.04718,0,"str","month","control","Co7","both"
"dec",1925,-280.81897,431.25772,0,"str","month","control","Co7","both"
"sep",1904,-376.9539,36.37271,0,"str","month","control","Co7","both"
"feb",1863,223.24333,372.0721,0,"str","month","control","Co7","both"
"jun",2003,191.31989,-469.60345,0,"str","month","control","Co7","both"
"apr",1873,331.78323,165.89159,0,"str","month","control","Co7","both"
"oct",2003,-375.68265,246.97653,0,"str","month","control","Co7","both"
"jan",1915,69.840126,475.57745,0,"str","month","control","Co7","both"
"jul",1958,-479.45547,-85.009895,0,"str","month","control","Co7","both"
"mar",1936,339.58093,285.78583,0,"str","month","control","Co7","both"
"nov",2015,-360.43646,332.4414,0,"str","month","control","Co7","both"
"aug",1925,-434.60083,16.715353,0,"str","month","control","Co7","both"
"dec",1915,-309.29163,429.01743,0,"str","month","control","Co7","both"
"sep",1925,-394.4838,76.89089,0,"str","month","control","Co7","both"
"mar",1759,137.46585,326.86322,0,"str","month","control","Co7","both"
"may",1786,223.32146,-214.01639,0,"str","month","control","Co7","both"
"jan",1873,-13.011094,465.14703,0,"str","month","control","Co7","both"
"apr",1863,304.12857,-165.00598,0,"str","month","control","Co7","both"
"oct",1958,-418.24835,234.6271,0,"str","month","control","Co7","both"
"aug",1947,-392.22964,-71.007164,0,"str","month","control","Co7","both"
"feb",1833,133.69904,391.54712,0,"str","month","control","Co7","both"
"jul",1883,-454.5499,-238.72057,0,"str","month","control","Co7","both"
"nov",1883,-349.9053,336.8247,0,"str","month","control","Co7","both"
"jun",1958,187.02164,-452.2524,0,"str","month","control","Co7","both"
"dec",1759,-314.644,339.0824,0,"tr","month","control","Co7","both"
"jul",1750,-349.50415,-100.292534,0,"tr","month","control","Co7","both"
"mar",1698,-29.4886,283.09055,0,"tr","month","control","Co7","both"
"aug",1723,-412.93414,2.992231,0,"tr","month","control","Co7","both"
"apr",1626,-16.94293,93.18601,0,"tr","month","control","Co7","both"
"feb",1732,-87.22928,357.94086,0,"tr","month","control","Co7","both"
"oct",1750,-413.32666,197.54582,0,"tr","month","control","Co7","both"
"jan",1768,-52.197216,396.085,0,"tr","month","control","Co7","both"
"nov",1777,-416.61765,293.17535,0,"tr","month","control","Co7","both"
"may",1706,56.29236,-85.91989,0,"tr","month","control","Co7","both"
"sep",1777,-456.73636,163.56097,0,"tr","month","control","Co7","both"
"jun",1715,-32.762226,-235.29236,0,"tr","month","control","Co7","both"
"apr",1804,159.78035,72.05775,0,"tr","month","control","Co7","both"
"jan",1853,-6.43605,370.07495,0,"tr","month","control","Co7","both"
"jul",1690,-246.53719,-179.033,0,"tr","month","control","Co7","both"
"may",1759,134.4111,-79.42472,0,"tr","month","control","Co7","both"
"aug",1750,-379.8958,63.822483,0,"tr","month","control","Co7","both"
"dec",1833,-296.0478,372.44724,0,"tr","month","control","Co7","both"
"feb",1795,-18.70391,339.7875,0,"tr","month","control","Co7","both"
"sep",1824,-411.7984,123.53949,0,"tr","month","control","Co7","both"
"jun",1833,54.116295,-289.68124,0,"tr","month","control","Co7","both"
"oct",1853,-405.47345,222.04495,0,"tr","month","control","Co7","both"
"mar",1768,24.563389,282.47925,0,"tr","month","control","Co7","both"
"nov",1843,-384.0812,281.65952,0,"tr","month","control","Co7","both"
"nov",1915,-438.99457,216.17157,0,"tr","month","control","Co7","both"
"mar",1768,46.0564,279.4088,0,"tr","month","control","Co7","both"
"aug",1873,-491.16928,74.813835,0,"tr","month","control","Co7","both"
"apr",1795,146.5139,77.932884,0,"tr","month","control","Co7","both"
"jul",1673,-328.31506,-316.6934,0,"tr","month","control","Co7","both"
"may",1833,203.73189,-15.91658,0,"tr","month","control","Co7","both"
"dec",1843,-387.2819,416.08792,0,"tr","month","control","Co7","both"
"jun",1759,15.273983,-339.0825,0,"tr","month","control","Co7","both"
"sep",1843,-489.7035,163.23448,0,"tr","month","control","Co7","both"
"jan",1843,-60.812843,451.29538,0,"tr","month","control","Co7","both"
"oct",1833,-474.31317,219.64836,0,"tr","month","control","Co7","both"
"feb",1768,-76.760666,365.38074,0,"tr","month","control","Co7","both"
"sep",1833,-436.11343,98.682556,0,"tr","month","control","Co7","both"
"dec",1843,-387.2819,348.87375,0,"tr","month","control","Co7","both"
"may",1804,78.32366,-219.30632,0,"tr","month","control","Co7","both"
"jul",1777,-450.56427,-160.47496,0,"tr","month","control","Co7","both"
"jan",1814,-126.01253,418.99167,0,"tr","month","control","Co7","both"
"oct",1833,-496.59637,213.28174,0,"tr","month","control","Co7","both"
"aug",1833,-464.76328,-70.032845,0,"tr","month","control","Co7","both"
"nov",1833,-410.64697,302.41443,0,"tr","month","control","Co7","both"
"feb",1777,12.344274,305.5196,0,"tr","month","control","Co7","both"
"jun",1768,-24.563389,-328.53574,0,"tr","month","control","Co7","both"
"aug",1863,29.118738,51.76651,0,"hd","crazy","control","Co8","both"
"may",1843,57.612156,176.03719,0,"hd","crazy","control","Co8","both"
"dec",1786,55.830334,34.11852,0,"hd","crazy","control","Co8","both"
"oct",1925,133.72333,103.63553,0,"hd","crazy","control","Co8","both"
"apr",1894,65.784935,121.7021,0,"hd","crazy","control","Co8","both"
"jul",1777,52.462986,175.9052,0,"hd","crazy","control","Co8","both"
"mar",1915,49.88575,216.17157,0,"hd","crazy","control","Co8","both"
"jan",1804,9.398816,253.76866,0,"hd","crazy","control","Co8","both"
"sep",1992,72.648315,197.18803,0,"hd","crazy","control","Co8","both"
"feb",1925,13.372384,257.41742,0,"hd","crazy","control","Co8","both"
"jun",1843,48.01015,214.44531,0,"hd","crazy","control","Co8","both"
"nov",1843,86.41829,70.41486,0,"hd","crazy","control","Co8","both"
"feb",1992,13.837812,245.6202,0,"hd","crazy","control","Co8","both"
"nov",1843,83.21767,80.016884,0,"hd","crazy","control","Co8","both"
"apr",1947,37.194267,158.92058,0,"hd","crazy","control","Co8","both"
"jun",1915,36.58296,196.21724,0,"hd","crazy","control","Co8","both"
"jan",1883,-26.161121,284.50244,0,"hd","crazy","control","Co8","both"
"sep",2051,39.18102,167.4094,0,"hd","crazy","control","Co8","both"
"mar",1969,-13.677974,249.62321,0,"hd","crazy","control","Co8","both"
"jul",1843,57.612156,163.23448,0,"hd","crazy","control","Co8","both"
"may",1873,32.527767,224.44156,0,"hd","crazy","control","Co8","both"
"aug",1947,108.2013,104.81994,0,"hd","crazy","control","Co8","both"
"dec",1853,45.052654,61.142765,0,"hd","crazy","control","Co8","both"
"dec",1894,36.18179,108.54508,0,"hd","crazy","control","Co8","both"
"aug",1958,34.003933,98.61136,0,"hd","crazy","control","Co8","both"
"jan",1894,-32.892467,246.69345,0,"hd","crazy","control","Co8","both"
"jul",1853,12.872222,180.21039,0,"hd","crazy","control","Co8","both"
"feb",2063,-93.15134,225.71281,0,"hd","crazy","control","Co8","both"
"nov",1853,16.090216,61.142765,0,"hd","crazy","control","Co8","both"
"may",1958,-40.80468,207.42393,0,"hd","crazy","control","Co8","both"
"sep",2088,-50.766224,141.42021,0,"hd","crazy","control","Co8","both"
"mar",2015,-62.988873,220.46114,0,"hd","crazy","control","Co8","both"
"jun",1969,-41.03392,225.68675,0,"hd","crazy","control","Co8","both"
"apr",2015,-62.988873,178.46852,0,"hd","crazy","control","Co8","both"
"aug",2003,0,142.62024,0,"hd","crazy","control","Co8","both"
"feb",2027,-77.44487,242.89537,0,"hd","crazy","control","Co8","both"
"nov",1894,46.049503,78.94189,0,"hd","crazy","control","Co8","both"
"may",1980,-27.508774,230.38617,0,"hd","crazy","control","Co8","both"
"sep",2101,-43.784798,135.00323,0,"hd","crazy","control","Co8","both"
"mar",2051,-78.36183,210.15225,0,"hd","crazy","control","Co8","both"
"jul",1904,-13.22644,188.47691,0,"hd","crazy","control","Co8","both"
"dec",1915,-6.6513953,89.79431,0,"hd","crazy","control","Co8","both"
"oct",2063,-64.48935,161.22339,0,"hd","crazy","control","Co8","both"
"jun",2003,-41.74248,205.23401,0,"hd","crazy","control","Co8","both"
"jan",1958,-54.406303,244.82828,0,"hd","crazy","control","Co8","both"
"apr",2015,-76.98639,160.97157,0,"hd","crazy","control","Co8","both"
"jan",1649,-249.14737,323.60522,0,"str","crazy","control","Co8","both"
"may",1665,-216.86624,268.91412,0,"str","crazy","control","Co8","both"
"mar",1681,-178.07954,262.74026,0,"str","crazy","control","Co8","both"
"sep",1690,-129.13852,223.05742,0,"str","crazy","control","Co8","both"
"feb",1690,-170.22804,290.56168,0,"str","crazy","control","Co8","both"
"oct",1611,-142.68628,181.85503,0,"str","crazy","control","Co8","both"
"aug",1641,-170.9922,202.34073,0,"str","crazy","control","Co8","both"
"nov",1596,-207.879,182.9335,0,"str","crazy","control","Co8","both"
"jun",1681,-180.99884,248.14359,0,"str","crazy","control","Co8","both"
"dec",1649,-197.59966,177.55328,0,"str","crazy","control","Co8","both"
"jul",1634,-204.31532,229.85477,0,"str","crazy","control","Co8","both"
"apr",1649,-157.50697,240.55609,0,"str","crazy","control","Co8","both"
"jul",1626,-223.08177,240.02467,0,"str","crazy","control","Co8","both"
"jan",1690,-228.92737,290.56168,0,"str","crazy","control","Co8","both"
"may",1732,-186.49017,231.60881,0,"str","crazy","control","Co8","both"
"dec",1698,-173.98273,171.03384,0,"str","crazy","control","Co8","both"
"aug",1698,-171.03386,203.47131,0,"str","crazy","control","Co8","both"
"jun",1698,-185.77815,224.11331,0,"str","crazy","control","Co8","both"
"mar",1741,-172.34155,257.00058,0,"str","crazy","control","Co8","both"
"oct",1665,-141.68594,193.73383,0,"str","crazy","control","Co8","both"
"apr",1698,-159.23842,227.06221,0,"str","crazy","control","Co8","both"
"sep",1690,-120.33364,196.64275,0,"str","crazy","control","Co8","both"
"nov",1657,-204.31363,181.29236,0,"str","crazy","control","Co8","both"
"feb",1732,-156.4111,261.68784,0,"str","crazy","control","Co8","both"
"may",1681,-192.67622,259.82092,0,"str","crazy","control","Co8","both"
"dec",1732,-204.53763,171.45064,0,"str","crazy","control","Co8","both"
"sep",1741,-133.0356,214.67107,0,"str","crazy","control","Co8","both"
"feb",1833,-171.89873,245.11485,0,"str","crazy","control","Co8","both"
"jun",1690,-164.35814,240.66724,0,"str","crazy","control","Co8","both"
"apr",1833,-162.34882,200.54852,0,"str","crazy","control","Co8","both"
"oct",1715,-160.83269,175.72458,0,"str","crazy","control","Co8","both"
"jan",1824,-247.07901,250.2467,0,"str","crazy","control","Co8","both"
"jul",1715,-208.48683,223.37871,0,"str","crazy","control","Co8","both"
"mar",1777,-160.47491,240.7124,0,"str","crazy","control","Co8","both"
"nov",1804,-197.37561,166.04614,0,"str","crazy","control","Co8","both"
"aug",1824,-161.55168,174.22237,0,"str","crazy","control","Co8","both"
"dec",1673,-200.47557,200.47556,0,"str","crazy","control","Co8","both"
"sep",1732,-123.32418,195.51392,0,"str","crazy","control","Co8","both"
"mar",1768,-165.80302,245.63411,0,"str","crazy","control","Co8","both"
"may",1768,-190.36641,218.00026,0,"str","crazy","control","Co8","both"
"jan",1804,-250.63573,253.76866,0,"str","crazy","control","Co8","both"
"apr",1795,-162.10043,208.8602,0,"str","crazy","control","Co8","both"
"oct",1732,-153.40324,165.43483,0,"str","crazy","control","Co8","both"
"aug",1804,-178.57793,166.04614,0,"str","crazy","control","Co8","both"
"feb",1786,-151.98264,257.43997,0,"str","crazy","control","Co8","both"
"jul",1759,-213.83577,198.56177,0,"str","crazy","control","Co8","both"
"nov",1715,-184.65973,169.7678,0,"str","crazy","control","Co8","both"
"jun",1732,-165.43486,246.64832,0,"str","crazy","control","Co8","both"
"dec",1455,-242.5776,214.78223,0,"tr","crazy","control","Co8","both"
"jul",1419,-290.79092,253.82596,0,"tr","crazy","control","Co8","both"
"mar",1461,-220.74246,296.86057,0,"tr","crazy","control","Co8","both"
"aug",1431,-218.69493,221.1801,0,"tr","crazy","control","Co8","both"
"apr",1461,-223.27974,271.48788,0,"tr","crazy","control","Co8","both"
"feb",1467,-191.07675,333.7474,0,"tr","crazy","control","Co8","both"
"oct",1525,-217.17014,193.33438,0,"tr","crazy","control","Co8","both"
"jan",1519,-271.71362,335.02554,0,"tr","crazy","control","Co8","both"
"nov",1461,-253.72699,180.14613,0,"tr","crazy","control","Co8","both"
"may",1486,-250.32657,286.4562,0,"tr","crazy","control","Co8","both"
"sep",1506,-170.0023,245.84947,0,"tr","crazy","control","Co8","both"
"jun",1461,-235.96608,274.02515,0,"tr","crazy","control","Co8","both"
"apr",1467,-234.38745,252.22128,0,"tr","crazy","control","Co8","both"
"jan",1512,-275.7132,349.23672,0,"tr","crazy","control","Co8","both"
"jul",1473,-278.83398,271.15964,0,"tr","crazy","control","Co8","both"
"may",1596,-274.40027,271.62854,0,"tr","crazy","control","Co8","both"
"aug",1525,-225.11542,214.52173,0,"tr","crazy","control","Co8","both"
"dec",1560,-273.6292,192.35316,0,"tr","crazy","control","Co8","both"
"feb",1546,-214.79092,303.39218,0,"tr","crazy","control","Co8","both"
"sep",1532,-162.29498,258.0756,0,"tr","crazy","control","Co8","both"
"jun",1532,-252.75446,295.3236,0,"tr","crazy","control","Co8","both"
"oct",1461,-210.59338,210.59338,0,"tr","crazy","control","Co8","both"
"mar",1519,-232.14368,292.8176,0,"tr","crazy","control","Co8","both"
"nov",1519,-292.81763,203.12573,0,"tr","crazy","control","Co8","both"
"nov",1560,-265.5016,170.6796,0,"tr","crazy","control","Co8","both"
"mar",1634,-238.3679,258.2319,0,"tr","crazy","control","Co8","both"
"aug",1581,-249.85597,200.43387,0,"tr","crazy","control","Co8","both"
"apr",1634,-227.01706,235.53018,0,"tr","crazy","control","Co8","both"
"jul",1546,-279.2282,238.95488,0,"tr","crazy","control","Co8","both"
"may",1519,-247.97166,282.26562,0,"tr","crazy","control","Co8","both"
"dec",1567,-272.13565,166.00272,0,"tr","crazy","control","Co8","both"
"jun",1611,-262.99036,251.79926,0,"tr","crazy","control","Co8","both"
"sep",1603,-189.30359,208.79071,0,"tr","crazy","control","Co8","both"
"jan",1603,-256.1166,325.71353,0,"tr","crazy","control","Co8","both"
"oct",1574,-164.0108,183.14537,0,"tr","crazy","control","Co8","both"
"feb",1626,-197.66739,290.85342,0,"tr","crazy","control","Co8","both"
"sep",1473,-156.04472,268.60153,0,"tr","crazy","control","Co8","both"
"apr",1467,-206.3629,252.22128,0,"tr","crazy","control","Co8","both"
"dec",1449,-246.61012,198.79796,0,"tr","crazy","control","Co8","both"
"may",1467,-244.57825,287.88895,0,"tr","crazy","control","Co8","both"
"mar",1539,-219.16382,291.32755,0,"tr","crazy","control","Co8","both"
"jul",1486,-276.13345,224.5197,0,"tr","crazy","control","Co8","both"
"jan",1499,-281.1524,330.6144,0,"tr","crazy","control","Co8","both"
"oct",1486,-180.64806,198.71286,0,"tr","crazy","control","Co8","both"
"aug",1467,-226.7444,211.45825,0,"tr","crazy","control","Co8","both"
"nov",1455,-270.37292,184.46002,0,"tr","crazy","control","Co8","both"
"feb",1492,-207.28853,303.15945,0,"tr","crazy","control","Co8","both"
"jun",1499,-249.91328,283.75568,0,"tr","crazy","control","Co8","both"
"aug",1768,264.05676,-178.08475,0,"hd","month","control","Co8","both"
"may",2039,400.14014,-116.855125,0,"hd","month","control","Co8","both"
"apr",2114,469.92807,-25.69922,0,"hd","month","control","Co8","both"
"jul",1665,193.73387,-112.77046,0,"hd","month","control","Co8","both"
"mar",2153,467.3804,108.432205,0,"hd","month","control","Co8","both"
"jan",1863,278.24533,333.2472,0,"hd","month","control","Co8","both"
"sep",1690,231.86241,32.284603,0,"hd","month","control","Co8","both"
"feb",2039,389.51697,300.99036,0,"hd","month","control","Co8","both"
"jun",1904,376.95395,-142.18437,0,"hd","month","control","Co8","both"
"nov",1759,223.00012,302.42484,0,"hd","month","control","Co8","both"
"apr",1925,70.20483,50.146202,0,"hd","month","control","Co8","both"
