"m","z","X","y","outlier","condition","task","type","participant","rounds"
"dec",1863,-84.120674,177.94751,0,"hd","month","synaesthete","Sa26","monthsOnly"
"oct",1936,67.24373,-90.7791,0,"hd","month","synaesthete","Sa26","monthsOnly"
"apr",1925,284.16208,270.78973,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jul",2027,355.54263,73.92467,0,"hd","month","synaesthete","Sa26","monthsOnly"
"mar",1873,133.36392,263.47488,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jan",1883,-45.781994,255.07117,0,"hd","month","synaesthete","Sa26","monthsOnly"
"sep",2027,126.72812,-109.12697,0,"hd","month","synaesthete","Sa26","monthsOnly"
"feb",1873,-3.252789,269.98044,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jun",1947,287.40964,91.29479,0,"hd","month","synaesthete","Sa26","monthsOnly"
"nov",1915,-99.7715,-103.09726,0,"hd","month","synaesthete","Sa26","monthsOnly"
"feb",1853,57.924755,279.96973,0,"hd","month","synaesthete","Sa26","monthsOnly"
"nov",1925,-33.430832,-130.38026,0,"hd","month","synaesthete","Sa26","monthsOnly"
"apr",1947,280.64703,300.93475,0,"hd","month","synaesthete","Sa26","monthsOnly"
"oct",2051,53.42855,-160.28575,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jun",1980,392.00046,106.59654,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jan",1904,-56.212387,247.99594,0,"hd","month","synaesthete","Sa26","monthsOnly"
"sep",1969,126.5214,-160.71643,0,"hd","month","synaesthete","Sa26","monthsOnly"
"mar",1904,42.985947,267.83566,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jul",1947,273.88455,-27.05039,0,"hd","month","synaesthete","Sa26","monthsOnly"
"may",1915,269.38312,196.21724,0,"hd","month","synaesthete","Sa26","monthsOnly"
"aug",1958,193.82245,-159.81857,0,"hd","month","synaesthete","Sa26","monthsOnly"
"dec",1958,-234.62712,132.61531,0,"hd","month","synaesthete","Sa26","monthsOnly"
"dec",1947,-131.8703,158.92058,0,"hd","month","synaesthete","Sa26","monthsOnly"
"aug",1958,244.82834,-64.60756,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jan",1947,-121.72645,246.83412,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jul",1958,316.23654,3.4003413,0,"hd","month","synaesthete","Sa26","monthsOnly"
"feb",1947,-37.194202,233.30898,0,"hd","month","synaesthete","Sa26","monthsOnly"
"nov",1969,-71.80944,-153.87744,0,"hd","month","synaesthete","Sa26","monthsOnly"
"may",1947,348.27283,165.6832,0,"hd","month","synaesthete","Sa26","monthsOnly"
"sep",2015,83.98525,-199.4649,0,"hd","month","synaesthete","Sa26","monthsOnly"
"mar",1925,83.57708,244.04504,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jun",1936,329.49426,57.157116,0,"hd","month","synaesthete","Sa26","monthsOnly"
"apr",1936,201.7312,218.54211,0,"hd","month","synaesthete","Sa26","monthsOnly"
"oct",1980,-3.438613,-182.24586,0,"hd","month","synaesthete","Sa26","monthsOnly"
"aug",1969,304.33524,-92.32647,0,"hd","month","synaesthete","Sa26","monthsOnly"
"feb",1925,-40.116962,257.41742,0,"hd","month","synaesthete","Sa26","monthsOnly"
"nov",1969,-71.80944,-174.39441,0,"hd","month","synaesthete","Sa26","monthsOnly"
"may",1947,311.0787,253.5967,0,"hd","month","synaesthete","Sa26","monthsOnly"
"sep",2015,97.982704,-178.46863,0,"hd","month","synaesthete","Sa26","monthsOnly"
"mar",1915,29.9315,249.4287,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jul",2003,299.15482,-66.09241,0,"hd","month","synaesthete","Sa26","monthsOnly"
"dec",1969,-191.49182,71.80941,0,"hd","month","synaesthete","Sa26","monthsOnly"
"oct",1980,0,-161.61429,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jun",1947,341.51038,111.58251,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jan",1915,-156.30864,196.21724,0,"hd","month","synaesthete","Sa26","monthsOnly"
"apr",1853,167.33827,222.04495,0,"hd","month","synaesthete","Sa26","monthsOnly"
"jan",1947,-142.01414,267.1219,0,"str","month","synaesthete","Sa26","monthsOnly"
"may",1947,344.8916,243.45284,0,"str","month","synaesthete","Sa26","monthsOnly"
"mar",1904,125.651276,281.0621,0,"str","month","synaesthete","Sa26","monthsOnly"
"sep",1992,193.72871,-65.72945,0,"str","month","synaesthete","Sa26","monthsOnly"
"feb",1904,-36.372757,281.0621,0,"str","month","synaesthete","Sa26","monthsOnly"
"oct",1992,17.2972,-100.323814,0,"str","month","synaesthete","Sa26","monthsOnly"
"aug",1969,297.49622,-58.131535,0,"str","month","synaesthete","Sa26","monthsOnly"
"nov",1980,-113.47377,-72.21068,0,"str","month","synaesthete","Sa26","monthsOnly"
"jun",1936,400.10025,36.984016,0,"str","month","synaesthete","Sa26","monthsOnly"
"dec",2027,-246.41563,144.32912,0,"str","month","synaesthete","Sa26","monthsOnly"
"jul",1904,376.95395,-36.372757,0,"str","month","synaesthete","Sa26","monthsOnly"
"apr",1863,161.7705,281.48062,0,"str","month","synaesthete","Sa26","monthsOnly"
"jul",1947,341.51038,23.669006,0,"str","month","synaesthete","Sa26","monthsOnly"
"jan",1947,-162.3019,260.3593,0,"str","month","synaesthete","Sa26","monthsOnly"
"may",1915,345.87457,219.49728,0,"str","month","synaesthete","Sa26","monthsOnly"
"dec",1958,-241.42793,119.01375,0,"str","month","synaesthete","Sa26","monthsOnly"
"aug",1947,277.2658,-118.34518,0,"str","month","synaesthete","Sa26","monthsOnly"
"jun",1925,327.62213,123.69406,0,"str","month","synaesthete","Sa26","monthsOnly"
"mar",1947,13.525211,280.64703,0,"str","month","synaesthete","Sa26","monthsOnly"
"oct",1958,-3.4004064,-159.81857,0,"str","month","synaesthete","Sa26","monthsOnly"
"apr",1883,215.82953,271.42188,0,"str","month","synaesthete","Sa26","monthsOnly"
"sep",1992,103.783195,-172.97203,0,"str","month","synaesthete","Sa26","monthsOnly"
"nov",2003,-177.40572,-121.74905,0,"str","month","synaesthete","Sa26","monthsOnly"
"feb",1925,-30.087736,270.78973,0,"str","month","synaesthete","Sa26","monthsOnly"
"may",1947,304.3161,246.83412,0,"str","month","synaesthete","Sa26","monthsOnly"
"dec",2039,-254.95651,102.69079,0,"str","month","synaesthete","Sa26","monthsOnly"
"sep",1980,161.61423,-168.49149,0,"str","month","synaesthete","Sa26","monthsOnly"
"feb",1947,-33.8129,246.83412,0,"str","month","synaesthete","Sa26","monthsOnly"
"jun",1992,387.4573,79.56709,0,"str","month","synaesthete","Sa26","monthsOnly"
"apr",1958,210.8244,255.02945,0,"str","month","synaesthete","Sa26","monthsOnly"
"oct",2003,24.349829,-191.31995,0,"str","month","synaesthete","Sa26","monthsOnly"
"jan",1947,-145.39545,253.5967,0,"str","month","synaesthete","Sa26","monthsOnly"
"jul",2039,364.7295,-67.28029,0,"str","month","synaesthete","Sa26","monthsOnly"
"mar",1980,0,292.28098,0,"str","month","synaesthete","Sa26","monthsOnly"
"nov",2003,-132.18462,-166.97012,0,"str","month","synaesthete","Sa26","monthsOnly"
"aug",2027,256.97626,-161.93031,0,"str","month","synaesthete","Sa26","monthsOnly"
"dec",2003,-198.27693,142.62024,0,"str","month","synaesthete","Sa26","monthsOnly"
"sep",1980,147.85977,-161.61429,0,"str","month","synaesthete","Sa26","monthsOnly"
"mar",1936,-23.535267,252.16394,0,"str","month","synaesthete","Sa26","monthsOnly"
"may",1947,294.17224,206.25864,0,"str","month","synaesthete","Sa26","monthsOnly"
"jan",1936,-151.2984,225.26648,0,"str","month","synaesthete","Sa26","monthsOnly"
"apr",1873,185.4083,237.45265,0,"str","month","synaesthete","Sa26","monthsOnly"
"oct",1969,-6.838954,-188.07237,0,"str","month","synaesthete","Sa26","monthsOnly"
"aug",1947,223.1652,-138.6329,0,"str","month","synaesthete","Sa26","monthsOnly"
"feb",1947,-74.388336,223.16512,0,"str","month","synaesthete","Sa26","monthsOnly"
"jul",1958,326.43784,-51.005898,0,"str","month","synaesthete","Sa26","monthsOnly"
"nov",2027,-151.36957,-165.45059,0,"str","month","synaesthete","Sa26","monthsOnly"
"jun",1958,367.24246,64.607414,0,"str","month","synaesthete","Sa26","monthsOnly"
"dec",1814,-81.90816,185.86844,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jul",2237,314.67886,3.884864,0,"tr","month","synaesthete","Sa26","monthsOnly"
"mar",1958,156.41817,268.63104,0,"tr","month","synaesthete","Sa26","monthsOnly"
"aug",2181,200.74648,-94.69182,0,"tr","month","synaesthete","Sa26","monthsOnly"
"apr",2127,291.81735,232.71506,0,"tr","month","synaesthete","Sa26","monthsOnly"
"feb",1904,82.66533,267.83566,0,"tr","month","synaesthete","Sa26","monthsOnly"
"oct",2015,83.98525,-122.47845,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jan",1786,15.508433,276.05008,0,"tr","month","synaesthete","Sa26","monthsOnly"
"nov",1853,-9.654105,-112.631546,0,"tr","month","synaesthete","Sa26","monthsOnly"
"may",2194,339.112,186.70207,0,"tr","month","synaesthete","Sa26","monthsOnly"
"sep",2101,135.00328,-127.70582,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jun",2327,355.62762,20.20604,0,"tr","month","synaesthete","Sa26","monthsOnly"
"apr",2088,319.10205,271.96194,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jan",1843,12.802755,323.2683,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jul",2194,285.7685,-11.430783,0,"tr","month","synaesthete","Sa26","monthsOnly"
"may",2088,279.21436,199.43877,0,"tr","month","synaesthete","Sa26","monthsOnly"
"aug",2194,285.7685,-125.73818,0,"tr","month","synaesthete","Sa26","monthsOnly"
"dec",1768,-36.845085,205.71857,0,"tr","month","synaesthete","Sa26","monthsOnly"
"feb",1873,120.35276,263.47488,0,"tr","month","synaesthete","Sa26","monthsOnly"
"sep",2088,148.67264,-141.42026,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jun",2312,345.305,32.121357,0,"tr","month","synaesthete","Sa26","monthsOnly"
"oct",1925,43.460056,-137.06642,0,"tr","month","synaesthete","Sa26","monthsOnly"
"mar",1992,197.18811,231.78246,0,"tr","month","synaesthete","Sa26","monthsOnly"
"nov",1853,-9.654105,-106.195465,0,"tr","month","synaesthete","Sa26","monthsOnly"
"nov",1883,-9.810405,-120.99532,0,"tr","month","synaesthete","Sa26","monthsOnly"
"mar",2003,180.88428,267.84784,0,"tr","month","synaesthete","Sa26","monthsOnly"
"aug",2223,247.0791,-158.28502,0,"tr","month","synaesthete","Sa26","monthsOnly"
"apr",2140,278.735,226.7044,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jul",2266,299.08188,-51.158733,0,"tr","month","synaesthete","Sa26","monthsOnly"
"may",2252,344.16562,175.99374,0,"tr","month","synaesthete","Sa26","monthsOnly"
"dec",1786,-86.8472,89.94887,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jun",2266,354.17578,43.288113,0,"tr","month","synaesthete","Sa26","monthsOnly"
"sep",2088,141.42029,-184.93423,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jan",1833,-6.3665833,264.2147,0,"tr","month","synaesthete","Sa26","monthsOnly"
"oct",1992,79.56709,-190.26926,0,"tr","month","synaesthete","Sa26","monthsOnly"
"feb",1883,104.64461,258.3413,0,"tr","month","synaesthete","Sa26","monthsOnly"
"sep",2140,219.27159,-137.5093,0,"tr","month","synaesthete","Sa26","monthsOnly"
"apr",2076,219.92459,266.79364,0,"tr","month","synaesthete","Sa26","monthsOnly"
"dec",1863,-126.18098,152.06421,0,"tr","month","synaesthete","Sa26","monthsOnly"
"may",2181,310.58896,178.02043,0,"tr","month","synaesthete","Sa26","monthsOnly"
"mar",1958,88.4103,282.2326,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jul",2237,283.59937,-58.27385,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jan",1833,-79.58275,283.31454,0,"tr","month","synaesthete","Sa26","monthsOnly"
"oct",2027,98.56622,-137.28873,0,"tr","month","synaesthete","Sa26","monthsOnly"
"aug",2167,199.45787,-154.29764,0,"tr","month","synaesthete","Sa26","monthsOnly"
"nov",1873,-22.7694,-139.8694,0,"tr","month","synaesthete","Sa26","monthsOnly"
"feb",1883,35.97165,258.3413,0,"tr","month","synaesthete","Sa26","monthsOnly"
"jun",2237,318.56375,34.964275,0,"tr","month","synaesthete","Sa26","monthsOnly"
"aug",1715,262.09772,342.51404,0,"hd","month","synaesthete","Sa4","monthsOnly"
"may",2015,475.9162,213.46233,0,"hd","month","synaesthete","Sa4","monthsOnly"
"dec",1715,235.29233,151.89754,0,"hd","month","synaesthete","Sa4","monthsOnly"
"oct",1681,195.59558,268.57895,0,"hd","month","synaesthete","Sa4","monthsOnly"
"apr",1958,489.65668,166.61926,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jul",1904,453.00604,330.6613,0,"hd","month","synaesthete","Sa4","monthsOnly"
"mar",1947,429.42386,145.39543,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jan",1795,302.37973,146.51382,0,"hd","month","synaesthete","Sa4","monthsOnly"
"sep",1681,154.72482,300.69162,0,"hd","month","synaesthete","Sa4","monthsOnly"
"feb",1863,346.18887,129.41637,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jun",1958,425.04916,316.23657,0,"hd","month","synaesthete","Sa4","monthsOnly"
"nov",1715,163.81108,169.7678,0,"hd","month","synaesthete","Sa4","monthsOnly"
"feb",2003,413.94672,153.05586,0,"hd","month","synaesthete","Sa4","monthsOnly"
"nov",1777,243.79852,249.97057,0,"hd","month","synaesthete","Sa4","monthsOnly"
"apr",2076,461.48093,198.29256,0,"hd","month","synaesthete","Sa4","monthsOnly"
"oct",1715,211.46529,291.88153,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jun",1980,450.45667,361.05298,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jan",1863,346.18887,142.358,0,"hd","month","synaesthete","Sa4","monthsOnly"
"sep",1715,169.76787,312.73026,0,"hd","month","synaesthete","Sa4","monthsOnly"
"mar",1947,426.0426,138.63286,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jul",1894,378.26337,351.94937,0,"hd","month","synaesthete","Sa4","monthsOnly"
"may",2039,456.7972,237.25122,0,"hd","month","synaesthete","Sa4","monthsOnly"
"aug",1750,224.89838,337.34747,0,"hd","month","synaesthete","Sa4","monthsOnly"
"dec",1706,222.2065,142.21211,0,"hd","month","synaesthete","Sa4","monthsOnly"
"dec",1843,272.05753,201.64262,0,"hd","month","synaesthete","Sa4","monthsOnly"
"aug",1795,283.67587,389.66455,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jan",1904,317.43494,128.95789,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jul",1980,409.19345,326.667,0,"hd","month","synaesthete","Sa4","monthsOnly"
"feb",1947,375.32327,111.58251,0,"hd","month","synaesthete","Sa4","monthsOnly"
"nov",1750,209.70255,227.93745,0,"hd","month","synaesthete","Sa4","monthsOnly"
"may",2051,463.04742,210.15225,0,"hd","month","synaesthete","Sa4","monthsOnly"
"sep",1732,216.5693,321.846,0,"hd","month","synaesthete","Sa4","monthsOnly"
"mar",2027,418.90662,151.36955,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jun",2003,431.33942,302.63324,0,"hd","month","synaesthete","Sa4","monthsOnly"
"apr",2039,424.92758,166.42992,0,"hd","month","synaesthete","Sa4","monthsOnly"
"oct",1715,187.63812,259.11932,0,"hd","month","synaesthete","Sa4","monthsOnly"
"aug",1786,285.3552,350.49057,0,"hd","month","synaesthete","Sa4","monthsOnly"
"feb",1958,387.6449,132.61531,0,"hd","month","synaesthete","Sa4","monthsOnly"
"nov",1732,234.6167,231.60881,0,"hd","month","synaesthete","Sa4","monthsOnly"
"may",2076,461.48093,234.34578,0,"hd","month","synaesthete","Sa4","monthsOnly"
"sep",1750,194.50671,331.26913,0,"hd","month","synaesthete","Sa4","monthsOnly"
"mar",2015,423.42545,143.47467,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jul",1925,391.14078,377.76837,0,"hd","month","synaesthete","Sa4","monthsOnly"
"dec",1833,264.2147,155.98218,0,"hd","month","synaesthete","Sa4","monthsOnly"
"oct",1741,217.69466,269.09473,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jun",2003,417.4252,288.71906,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jan",1904,350.50107,135.5711,0,"hd","month","synaesthete","Sa4","monthsOnly"
"apr",2051,441.67606,188.78085,0,"hd","month","synaesthete","Sa4","monthsOnly"
"jan",1673,43.58165,217.9082,0,"str","month","synaesthete","Sa4","monthsOnly"
"may",1681,227.70824,303.61096,0,"str","month","synaesthete","Sa4","monthsOnly"
"mar",1649,186.1446,206.19092,0,"str","month","synaesthete","Sa4","monthsOnly"
"sep",1690,-167.29306,302.3015,0,"str","month","synaesthete","Sa4","monthsOnly"
"feb",1626,90.36226,166.60535,0,"str","month","synaesthete","Sa4","monthsOnly"
"oct",1690,-193.70781,243.6022,0,"str","month","synaesthete","Sa4","monthsOnly"
"aug",1690,-152.61823,337.52112,0,"str","month","synaesthete","Sa4","monthsOnly"
"nov",1657,-187.04768,201.43593,0,"str","month","synaesthete","Sa4","monthsOnly"
"jun",1641,133.94391,347.68414,0,"str","month","synaesthete","Sa4","monthsOnly"
"dec",1649,-117.41431,174.68951,0,"str","month","synaesthete","Sa4","monthsOnly"
"jul",1657,71.941414,353.95175,0,"str","month","synaesthete","Sa4","monthsOnly"
"apr",1673,206.28654,200.47556,0,"str","month","synaesthete","Sa4","monthsOnly"
"jul",1681,70.064125,376.5944,0,"str","month","synaesthete","Sa4","monthsOnly"
"jan",1641,31.348635,202.34073,0,"str","month","synaesthete","Sa4","monthsOnly"
"may",1681,207.27296,277.33698,0,"str","month","synaesthete","Sa4","monthsOnly"
"dec",1673,-113.31228,217.9082,0,"str","month","synaesthete","Sa4","monthsOnly"
"aug",1681,-90.49944,364.91705,0,"str","month","synaesthete","Sa4","monthsOnly"
"jun",1690,173.16307,343.39105,0,"str","month","synaesthete","Sa4","monthsOnly"
"mar",1673,194.66472,177.232,0,"str","month","synaesthete","Sa4","monthsOnly"
"oct",1715,-163.81108,265.07608,0,"str","month","synaesthete","Sa4","monthsOnly"
"apr",1706,213.31825,210.35545,0,"str","month","synaesthete","Sa4","monthsOnly"
"sep",1723,-164.57521,320.17358,0,"str","month","synaesthete","Sa4","monthsOnly"
"nov",1715,-151.89755,253.16255,0,"str","month","synaesthete","Sa4","monthsOnly"
"feb",1681,90.499504,172.24081,0,"str","month","synaesthete","Sa4","monthsOnly"
"may",1715,199.5517,276.98962,0,"str","month","synaesthete","Sa4","monthsOnly"
"dec",1681,90.499504,172.24081,0,"str","month","synaesthete","Sa4","monthsOnly"
"sep",1706,-124.4356,305.16354,0,"str","month","synaesthete","Sa4","monthsOnly"
"jun",1706,130.36119,340.7166,0,"str","month","synaesthete","Sa4","monthsOnly"
"apr",1690,187.8379,225.99242,0,"str","month","synaesthete","Sa4","monthsOnly"
"oct",1698,-147.443,250.65306,0,"str","month","synaesthete","Sa4","monthsOnly"
"jan",1681,-20.435324,189.75687,0,"str","month","synaesthete","Sa4","monthsOnly"
"jul",1723,77.79926,368.05002,0,"str","month","synaesthete","Sa4","monthsOnly"
"mar",1690,170.22804,184.9029,0,"str","month","synaesthete","Sa4","monthsOnly"
"nov",1690,-143.81335,225.99242,0,"str","month","synaesthete","Sa4","monthsOnly"
"aug",1706,-127.39837,346.6421,0,"str","month","synaesthete","Sa4","monthsOnly"
"dec",1673,-107.501366,223.71913,0,"str","month","synaesthete","Sa4","monthsOnly"
"sep",1723,-164.57521,344.1118,0,"str","month","synaesthete","Sa4","monthsOnly"
"mar",1690,140.87837,190.77281,0,"str","month","synaesthete","Sa4","monthsOnly"
"may",1706,216.28096,281.46155,0,"str","month","synaesthete","Sa4","monthsOnly"
"jan",1681,-5.8386397,183.9182,0,"str","month","synaesthete","Sa4","monthsOnly"
"apr",1706,186.65343,186.65344,0,"str","month","synaesthete","Sa4","monthsOnly"
"oct",1723,-182.52888,272.29718,0,"str","month","synaesthete","Sa4","monthsOnly"
"aug",1698,-147.443,368.60748,0,"str","month","synaesthete","Sa4","monthsOnly"
"feb",1665,80.96338,164.81831,0,"str","month","synaesthete","Sa4","monthsOnly"
"jul",1690,82.17904,372.74075,0,"str","month","synaesthete","Sa4","monthsOnly"
"nov",1673,-171.42114,229.53001,0,"str","month","synaesthete","Sa4","monthsOnly"
"jun",1698,126.80096,327.32343,0,"str","month","synaesthete","Sa4","monthsOnly"
"dec",1641,-142.4935,213.7402,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jul",1589,35.874302,367.0219,0,"tr","month","synaesthete","Sa4","monthsOnly"
"mar",1589,113.14216,206.96721,0,"tr","month","synaesthete","Sa4","monthsOnly"
"aug",1574,-177.67836,369.0243,0,"tr","month","synaesthete","Sa4","monthsOnly"
"apr",1589,160.05464,201.44809,0,"tr","month","synaesthete","Sa4","monthsOnly"
"feb",1553,70.123184,175.3078,0,"tr","month","synaesthete","Sa4","monthsOnly"
"oct",1589,-240.08197,256.63937,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jan",1567,-59.869816,136.06783,0,"tr","month","synaesthete","Sa4","monthsOnly"
"nov",1596,-230.05273,213.42242,0,"tr","month","synaesthete","Sa4","monthsOnly"
"may",1618,157.35596,250.08344,0,"tr","month","synaesthete","Sa4","monthsOnly"
"sep",1581,-227.89058,310.26068,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jun",1574,90.20592,300.68646,0,"tr","month","synaesthete","Sa4","monthsOnly"
"apr",1681,148.88623,248.14359,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jan",1603,11.135549,183.73584,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jul",1596,77.60814,379.72562,0,"tr","month","synaesthete","Sa4","monthsOnly"
"may",1603,164.24876,325.71353,0,"tr","month","synaesthete","Sa4","monthsOnly"
"aug",1581,-156.50316,392.63077,0,"tr","month","synaesthete","Sa4","monthsOnly"
"dec",1603,-141.97772,172.60031,0,"tr","month","synaesthete","Sa4","monthsOnly"
"feb",1603,69.59692,164.24869,0,"tr","month","synaesthete","Sa4","monthsOnly"
"sep",1596,-163.53146,324.2912,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jun",1618,115.207054,331.57132,0,"tr","month","synaesthete","Sa4","monthsOnly"
"oct",1603,-192.08748,264.46826,0,"tr","month","synaesthete","Sa4","monthsOnly"
"mar",1618,151.73608,177.02538,0,"tr","month","synaesthete","Sa4","monthsOnly"
"nov",1665,-187.95074,222.64934,0,"tr","month","synaesthete","Sa4","monthsOnly"
"nov",1589,-209.72682,212.48637,0,"tr","month","synaesthete","Sa4","monthsOnly"
"mar",1596,63.74954,224.5093,0,"tr","month","synaesthete","Sa4","monthsOnly"
"aug",1596,-171.8466,418.52966,0,"tr","month","synaesthete","Sa4","monthsOnly"
"apr",1603,136.41,231.06174,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jul",1611,2.797834,411.27216,0,"tr","month","synaesthete","Sa4","monthsOnly"
"may",1618,143.30632,266.94302,0,"tr","month","synaesthete","Sa4","monthsOnly"
"dec",1611,-139.8885,176.2595,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jun",1649,65.86653,369.42545,0,"tr","month","synaesthete","Sa4","monthsOnly"
"sep",1603,-236.62952,336.84903,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jan",1611,-95.12417,176.2595,0,"tr","month","synaesthete","Sa4","monthsOnly"
"oct",1611,-265.78815,271.38367,0,"tr","month","synaesthete","Sa4","monthsOnly"
"feb",1626,-22.590538,160.9577,0,"tr","month","synaesthete","Sa4","monthsOnly"
"sep",1603,-214.35847,325.71353,0,"tr","month","synaesthete","Sa4","monthsOnly"
"apr",1618,120.82682,216.36435,0,"tr","month","synaesthete","Sa4","monthsOnly"
"dec",1596,-152.4446,202.33553,0,"tr","month","synaesthete","Sa4","monthsOnly"
"may",1649,171.82579,272.0575,0,"tr","month","synaesthete","Sa4","monthsOnly"
"mar",1596,116.41226,174.61835,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jul",1611,-53.15762,355.31677,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jan",1618,-25.28933,160.16579,0,"tr","month","synaesthete","Sa4","monthsOnly"
"oct",1611,-237.81044,254.59706,0,"tr","month","synaesthete","Sa4","monthsOnly"
"aug",1626,-194.84357,392.51096,0,"tr","month","synaesthete","Sa4","monthsOnly"
"nov",1626,-208.96266,228.7294,0,"tr","month","synaesthete","Sa4","monthsOnly"
"feb",1649,11.455097,163.23448,0,"tr","month","synaesthete","Sa4","monthsOnly"
"jun",1673,75.541595,345.7477,0,"tr","month","synaesthete","Sa4","monthsOnly"
"aug",1833,168.71541,124.14906,0,"hd","month","synaesthete","Sa5","monthsOnly"
"may",1786,198.508,238.82986,0,"hd","month","synaesthete","Sa5","monthsOnly"
"dec",1958,401.24637,336.63892,0,"hd","month","synaesthete","Sa5","monthsOnly"
"oct",1947,355.03543,165.6832,0,"hd","month","synaesthete","Sa5","monthsOnly"
"apr",1804,156.64732,313.29462,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jul",1843,57.612156,169.63583,0,"hd","month","synaesthete","Sa5","monthsOnly"
"mar",1786,164.38937,375.30405,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jan",1843,259.25488,380.88046,0,"hd","month","synaesthete","Sa5","monthsOnly"
"sep",1915,206.19446,63.188557,0,"hd","month","synaesthete","Sa5","monthsOnly"
"feb",1795,162.1005,377.19525,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jun",1873,26.022188,126.85826,0,"hd","month","synaesthete","Sa5","monthsOnly"
"nov",1863,304.12857,258.8328,0,"hd","month","synaesthete","Sa5","monthsOnly"
"feb",1750,127.64502,337.34747,0,"hd","month","synaesthete","Sa5","monthsOnly"
"nov",1843,307.265,278.45883,0,"hd","month","synaesthete","Sa5","monthsOnly"
"apr",1795,24.938509,252.50262,0,"hd","month","synaesthete","Sa5","monthsOnly"
"oct",1894,279.58597,121.7021,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jun",1873,-52.044437,100.83602,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jan",1750,158.03668,355.58246,0,"hd","month","synaesthete","Sa5","monthsOnly"
"sep",1915,53.21154,43.234276,0,"hd","month","synaesthete","Sa5","monthsOnly"
"mar",1741,24.18827,347.7067,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jul",1915,-83.142914,63.188557,0,"hd","month","synaesthete","Sa5","monthsOnly"
"may",1777,-83.323494,243.79846,0,"hd","month","synaesthete","Sa5","monthsOnly"
"aug",1915,-69.840065,23.279995,0,"hd","month","synaesthete","Sa5","monthsOnly"
"dec",1786,241.93153,356.69394,0,"hd","month","synaesthete","Sa5","monthsOnly"
"dec",1863,291.1869,385.01373,0,"hd","month","synaesthete","Sa5","monthsOnly"
"aug",1853,-19.308271,35.39844,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jan",1768,187.2961,371.52158,0,"hd","month","synaesthete","Sa5","monthsOnly"
"jul",1843,-73.61554,86.41823,0,"hd","month","synaesthete","Sa5","monthsOnly"
"feb",1750,45.587498,349.50412,0,"hd","month","synaesthete","Sa5","monthsOnly"
"nov",1853,215.60892,183.42844,0,"hd","month","synaesthete","Sa5","monthsOnly"
"may",1824,-101.36572,243.91135,0,"hd","month","synaesthete","Sa5","monthsOnly"
"sep",1904,33.06613,42.98593,0,"hd","month","synaesthete","Sa5","monthsOnly"
