"m";"condition";"task";"participant";"z";"X";"y"
"sep";"hd";"month";"Sa25";1964;-249.206445;-99.849702
"apr";"str";"month";"Sa25";1866.5;193.17901;-87.240635
"aug";"str";"month";"Sa25";1943;-157.81521;-205.834985
"dec";"str";"month";"Sa25";2088;-342.82318;217.877825
"feb";"str";"month";"Sa25";1997.5;511.68105;199.959775
"jan";"str";"month";"Sa25";2109;617.47965;251.286075
"jul";"str";"month";"Sa25";2101;35.3516145;-187.69988
"jun";"str";"month";"Sa25";2160.5;192.449625;-209.611385
"mar";"str";"month";"Sa25";1953.5;444.427825;20.7565955
"may";"str";"month";"Sa25";2223;239.3474;-83.77168
"nov";"str";"month";"Sa25";2045;-369.897845;71.951793
"oct";"str";"month";"Sa25";2015;-316.69418;-12.289585
"sep";"str";"month";"Sa25";1920;-199.33892;-153.69417
"apr";"tr";"month";"Sa25";2402.5;216.963535;-35.5305175
"aug";"tr";"month";"Sa25";1803;218.8469;-174.429995
"dec";"tr";"month";"Sa25";1723;134.625557;246.402585
"feb";"tr";"month";"Sa25";2543.5;164.10987;131.55421
"jan";"tr";"month";"Sa25";2629;161.54129;165.9072
"jul";"tr";"month";"Sa25";1958;286.01172;-200.62326
"jun";"tr";"month";"Sa25";2180.5;202.18795;-168.554855
"mar";"tr";"month";"Sa25";2496;203.794395;-4.785443
"may";"tr";"month";"Sa25";2336.5;247.55407;-139.1495875
"nov";"tr";"month";"Sa25";1689.5;125.606135;159.46504
"oct";"tr";"month";"Sa25";1715;155.89716;47.32586
"sep";"tr";"month";"Sa25";1732.5;195.412385;-112.1817775
"apr";"hd";"month";"Sa26";1930.5;241.189115;246.41734
"aug";"hd";"month";"Sa26";1963.5;274.58179;-78.467015
"dec";"hd";"month";"Sa26";1952.5;-161.68106;145.767945
"feb";"hd";"month";"Sa26";1899;-20.2234955;263.69893
"jan";"hd";"month";"Sa26";1909.5;-88.9694185;247.41503
"jul";"hd";"month";"Sa26";1980.5;307.69568;-11.82502435
"jun";"hd";"month";"Sa26";1947;335.50232;98.945665
"mar";"hd";"month";"Sa26";1909.5;63.2815135;256.45179
"may";"hd";"month";"Sa26";1947;329.675765;203.79952
"nov";"hd";"month";"Sa26";1947;-71.80944;-142.12885
"oct";"hd";"month";"Sa26";1980;26.714275;-160.95002
"sep";"hd";"month";"Sa26";2015;112.252052;-169.59253
"apr";"str";"month";"Sa26";1878;198.11635;263.225665
"aug";"str";"month";"Sa26";1958;267.12103;-128.48904
"dec";"str";"month";"Sa26";2015;-243.92178;130.816995
"feb";"str";"month";"Sa26";1936;-35.0928285;258.811925
"jan";"str";"month";"Sa26";1947;-148.346925;256.978
"jul";"str";"month";"Sa26";1952.5;353.11994;-43.6893275
"jun";"str";"month";"Sa26";1947;377.34988;72.087252
"mar";"str";"month";"Sa26";1941.5;6.7626055;280.854565
"may";"str";"month";"Sa26";1947;324.60385;231.47506
"nov";"str";"month";"Sa26";2003;-141.777095;-143.59982
"oct";"str";"month";"Sa26";1980.5;6.9483968;-173.94547
"sep";"str";"month";"Sa26";1986;154.737;-165.05289
"apr";"tr";"month";"Sa26";2107.5;285.276175;249.75435
"aug";"tr";"month";"Sa26";2187.5;223.91279;-140.01791
"dec";"tr";"month";"Sa26";1800;-84.37768;168.966325
"feb";"tr";"month";"Sa26";1883;93.65497;260.90809
"jan";"tr";"month";"Sa26";1833;3.21808585;279.68231
"jul";"tr";"month";"Sa26";2237;292.42519;-31.294758
"jun";"tr";"month";"Sa26";2289;349.74039;33.542816
"mar";"tr";"month";"Sa26";1975;168.651225;268.23944
"may";"tr";"month";"Sa26";2187.5;324.85048;182.36125
"nov";"tr";"month";"Sa26";1863;-9.732255;-116.813433
"oct";"tr";"month";"Sa26";2003.5;81.77617;-137.177575
"sep";"tr";"month";"Sa26";2094.5;145.046465;-139.46478
"apr";"hd";"month";"Sa4";2045;451.578495;177.700055
"aug";"hd";"month";"Sa4";1768;272.886795;346.502305
"dec";"hd";"month";"Sa4";1774;249.753515;153.93986
"feb";"hd";"month";"Sa4";1952.5;381.484085;131.01584
"jan";"hd";"month";"Sa4";1883.5;331.811905;138.96455
"jul";"hd";"month";"Sa4";1914.5;400.167115;341.305335
"jun";"hd";"month";"Sa4";1991.5;428.19429;309.434905
"mar";"hd";"month";"Sa4";1981;424.734025;144.43505
"may";"hd";"month";"Sa4";2045;462.264175;223.904055
"nov";"hd";"month";"Sa4";1741;222.159625;229.77313
"oct";"hd";"month";"Sa4";1715;203.530435;268.83684
"sep";"hd";"month";"Sa4";1723.5;182.13729;317.28813
"apr";"str";"month";"Sa4";1698;197.06222;205.415505
"aug";"str";"month";"Sa4";1694;-137.420685;355.779575
"dec";"str";"month";"Sa4";1673;-110.406823;196.298855
"feb";"str";"month";"Sa4";1665;90.36226;166.60535
"jan";"str";"month";"Sa4";1677;12.75499765;196.0488
"jul";"str";"month";"Sa4";1685.5;74.870337;370.395385
"jun";"str";"month";"Sa4";1694;132.15255;342.053825
"mar";"str";"month";"Sa4";1681.5;178.18632;187.837855
"may";"str";"month";"Sa4";1693.5;211.77696;279.399265
"nov";"str";"month";"Sa4";1681.5;-161.659345;227.761215
"oct";"str";"month";"Sa4";1706.5;-173.16998;257.86457
"sep";"str";"month";"Sa4";1714.5;-164.57521;312.66856
"apr";"tr";"month";"Sa4";1610.5;142.648115;223.713045
"aug";"tr";"month";"Sa4";1588.5;-174.76248;392.570865
"dec";"tr";"month";"Sa4";1607;-142.23561;189.297515
"feb";"tr";"month";"Sa4";1614.5;40.5260085;163.741585
"jan";"tr";"month";"Sa4";1607;-42.579573;168.212645
"jul";"tr";"month";"Sa4";1603.5;19.336068;373.37376
"jun";"tr";"month";"Sa4";1633.5;82.8737575;338.65951
"mar";"tr";"month";"Sa4";1596;114.77721;191.996295
"may";"tr";"month";"Sa4";1618;160.80236;269.50026
"nov";"tr";"month";"Sa4";1611;-209.34474;218.03588
"oct";"tr";"month";"Sa4";1607;-238.946205;260.553815
"sep";"tr";"month";"Sa4";1599.5;-221.124525;325.002365
"apr";"hd";"month";"Sa5";1799.5;-0.33344;264.971875
"aug";"hd";"month";"Sa5";1884;-2.9679435;46.1154015
"dec";"hd";"month";"Sa5";1858;288.7964;346.66643
"feb";"hd";"month";"Sa5";1772.5;144.87276;343.425795
"jan";"hd";"month";"Sa5";1772.5;197.03096;366.295075
"jul";"hd";"month";"Sa5";1843;-54.315981;108.46695
"jun";"hd";"month";"Sa5";1868;-55.1408955;128.137315
"mar";"hd";"month";"Sa5";1772.5;65.8266;351.30159
"may";"hd";"month";"Sa5";1805;-14.308367;241.31416
"nov";"hd";"month";"Sa5";1858;305.696785;246.07089
"oct";"hd";"month";"Sa5";1888.5;242.802485;130.03896
"sep";"hd";"month";"Sa5";1909.5;77.58913;46.286465
"apr";"str";"month";"Sa5";1795;-89.04236;279.4088
"aug";"str";"month";"Sa5";1873;-107.029005;77.93636
"dec";"str";"month";"Sa5";1795;205.742915;323.39597
"feb";"str";"month";"Sa5";1759;12.0316725;339.0824
"jan";"str";"month";"Sa5";1750;129.33997;349.50412
"jul";"str";"month";"Sa5";1853;-135.22728;88.582985
"jun";"str";"month";"Sa5";1843;-136.21022;148.8809
"mar";"str";"month";"Sa5";1736.5;-9.0080668;312.86915
"may";"str";"month";"Sa5";1790.5;-111.965485;242.51767
"nov";"str";"month";"Sa5";1814;192.657125;255.17536
"oct";"str";"month";"Sa5";1843;137.834945;153.719285
"sep";"str";"month";"Sa5";1863;3.235484;61.47273
"apr";"tr";"month";"Sa5";1772.5;75.51463;313.658485
"aug";"tr";"month";"Sa5";1795;-20.4275295;65.16664
"dec";"tr";"month";"Sa5";1883.5;278.14279;324.043765
"feb";"tr";"month";"Sa5";1781.5;105.215125;363.45822
"jan";"tr";"month";"Sa5";1795;160.54186;364.72603
"jul";"tr";"month";"Sa5";1754.5;-24.5555745;102.90181
"jun";"tr";"month";"Sa5";1759;-41.239737;128.91099
"mar";"tr";"month";"Sa5";1781.5;91.4372585;334.09904
"may";"tr";"month";"Sa5";1768;28.715807;224.01607
"nov";"tr";"month";"Sa5";1863;246.37139;239.437655
"oct";"tr";"month";"Sa5";1894;203.726665;123.031525
"sep";"tr";"month";"Sa5";1878;56.00926;42.181856
"apr";"hd";"crazy";"Sa6";1941.5;276.084;204.5081
"aug";"hd";"crazy";"Sa6";1948;378.440515;82.38569
"dec";"hd";"crazy";"Sa6";1925.5;211.243795;-129.711703
"feb";"hd";"crazy";"Sa6";2063.5;201.265845;481.63931
"jan";"hd";"crazy";"Sa6";2140;314.46784;472.180545
"jul";"hd";"crazy";"Sa6";2021;90.47257;189.70995
"jun";"hd";"crazy";"Sa6";1986.5;127.398415;193.57057
"mar";"hd";"crazy";"Sa6";1952.5;223.709595;376.70989
"may";"hd";"crazy";"Sa6";1997.5;182.069525;221.948565
"nov";"hd";"crazy";"Sa6";1883.5;114.5401125;-113.847215
"oct";"hd";"crazy";"Sa6";1853;450.11278;-105.969698
"sep";"hd";"crazy";"Sa6";1895;503.3815;124.967032
"apr";"str";"crazy";"Sa6";1843.5;9.67327015;180.706205
"aug";"str";"crazy";"Sa6";1795;37.4008765;73.361092
"dec";"str";"crazy";"Sa6";1848;-21.012786;-127.197868
"feb";"str";"crazy";"Sa6";2009;-13.9975195;422.143685
"jan";"str";"crazy";"Sa6";1947;108.239515;426.434125
"jul";"str";"crazy";"Sa6";1992;-82.5672;182.37167
"jun";"str";"crazy";"Sa6";1975;-38.87527;202.972885
"mar";"str";"crazy";"Sa6";1941.5;-18.3739075;340.48822
"may";"str";"crazy";"Sa6";1947;-113.14732;170.057855
"nov";"str";"crazy";"Sa6";1952.5;-87.191095;-94.895857
"oct";"str";"crazy";"Sa6";1673.5;91.44851;-83.939221
"sep";"str";"crazy";"Sa6";1698;118.725488;147.966585
"apr";"tr";"crazy";"Sa6";1838;-42.974697;236.181425
"aug";"tr";"crazy";"Sa6";1790.5;17.114017;110.360805
"dec";"tr";"crazy";"Sa6";1800.5;-94.031815;-58.33818
"feb";"tr";"crazy";"Sa6";1941.5;-70.625;430.49359
"jan";"tr";"crazy";"Sa6";1947;25.0036575;437.41855
"jul";"tr";"crazy";"Sa6";1941.5;-141.5939;192.947095
"jun";"tr";"crazy";"Sa6";1936.5;-110.1585;191.69409
"mar";"tr";"crazy";"Sa6";1893.5;-91.777627;326.43945
"may";"tr";"crazy";"Sa6";1925;-181.68138;221.24523
"nov";"tr";"crazy";"Sa6";1863.5;-130.7874875;-79.39438
"oct";"tr";"crazy";"Sa6";1698;68.306548;-14.760826
"sep";"tr";"crazy";"Sa6";1694;114.459405;131.70615
"apr";"hd";"month";"Sa6";1745.5;-190.82753;55.572435
"aug";"hd";"month";"Sa6";1641.5;266.745085;-63.482138
"dec";"hd";"month";"Sa6";1737;23.89651;398.31928
"feb";"hd";"month";"Sa6";1772.5;-183.046385;245.03323
"jan";"hd";"month";"Sa6";1754.5;-151.56585;322.940945
"jul";"hd";"month";"Sa6";1603.5;171.52451;-100.719742
"jun";"hd";"month";"Sa6";1657;-81.434015;-139.02372
"mar";"hd";"month";"Sa6";1750;-215.667925;153.060235
"may";"hd";"month";"Sa6";1698;-186.219285;-9.0828007
"nov";"hd";"month";"Sa6";1727.5;210.617775;338.97908
"oct";"hd";"month";"Sa6";1694;276.29065;185.86151
"sep";"hd";"month";"Sa6";1741;328.171025;44.699151
"apr";"str";"month";"Sa6";1777;-215.95536;21.507704
"aug";"str";"month";"Sa6";1772.5;288.37349;-24.922924
"dec";"str";"month";"Sa6";1795;9.398875;399.342135
"feb";"str";"month";"Sa6";1814;-167.22882;268.714415
"jan";"str";"month";"Sa6";1828.5;-184.203015;369.31514
"jul";"str";"month";"Sa6";1687.5;188.14267;-116.2681075
"jun";"str";"month";"Sa6";1661;-86.228962;-147.80516
"mar";"str";"month";"Sa6";1772.5;-192.378345;140.641317
"may";"str";"month";"Sa6";1732;-198.02166;9.2346945
"nov";"str";"month";"Sa6";1745.5;174.29105;342.1346
"oct";"str";"month";"Sa6";1795.5;345.881485;178.15506
"sep";"str";"month";"Sa6";1741;309.73282;79.8770775
"apr";"tr";"month";"Sa6";1669.5;75.9878825;115.8677625
"aug";"tr";"month";"Sa6";2094.5;377.627745;-68.6991475
"dec";"tr";"month";"Sa6";1947;189.063935;354.272155
"feb";"tr";"month";"Sa6";1750;91.376483;276.471215
"jan";"tr";"month";"Sa6";1745.5;107.29645;345.58186
"jul";"tr";"month";"Sa6";1980;343.4398;-159.81857
"jun";"tr";"month";"Sa6";1786;190.35867;-116.69013
"mar";"tr";"month";"Sa6";1732.5;82.26937;175.172315
"may";"tr";"month";"Sa6";1694;147.095665;-8.940394
"nov";"tr";"month";"Sa6";2120.5;253.776575;290.557325
"oct";"tr";"month";"Sa6";2181;350.91956;166.65742
"sep";"tr";"month";"Sa6";2209;344.265545;46.278647
"apr";"hd";"crazy";"Sa7";1894;555.511;195.09013
"aug";"hd";"crazy";"Sa7";1814;541.8539;79.58272
"dec";"hd";"crazy";"Sa7";1715;482.4981;-9.023754
"feb";"hd";"crazy";"Sa7";1883;446.48654;287.95145
"jan";"hd";"crazy";"Sa7";1824;484.655;259.2548
"jul";"hd";"crazy";"Sa7";1723;457.8183;98.74508
"jun";"hd";"crazy";"Sa7";1732;445.17017;147.3874
"mar";"hd";"crazy";"Sa7";1843;487.0464;229.19827
"may";"hd";"crazy";"Sa7";1706;438.48746;163.27095
"nov";"hd";"crazy";"Sa7";1698;462.97104;2.992231
"oct";"hd";"crazy";"Sa7";1863;588.8446;-9.810467
"sep";"hd";"crazy";"Sa7";1904;572.04407;171.94386
"apr";"str";"crazy";"Sa7";1567;73.80488;155.1173
"aug";"str";"crazy";"Sa7";1546;34.903507;111.41755
"dec";"str";"crazy";"Sa7";1519;-47.483917;49.692932
"feb";"str";"crazy";"Sa7";1618;62.12406;245.6723
"jan";"str";"crazy";"Sa7";1596;30.488983;218.96587
"jul";"str";"crazy";"Sa7";1574;-35.535652;140.73772
"jun";"str";"crazy";"Sa7";1581;-19.219658;183.95987
"mar";"str";"crazy";"Sa7";1603;41.75815;208.79071
"may";"str";"crazy";"Sa7";1567;-54.42713;160.56
"nov";"str";"crazy";"Sa7";1526;-59.5112225;47.6558245
"oct";"str";"crazy";"Sa7";1532;133.02867;54.413223
"sep";"str";"crazy";"Sa7";1560;124.62326;143.58757
"apr";"tr";"crazy";"Sa7";1626;53.652622;155.31007
"aug";"tr";"crazy";"Sa7";1596;8.674627;108.09705
"dec";"tr";"crazy";"Sa7";1596.5;-47.133968;47.2364185
"feb";"tr";"crazy";"Sa7";1665;42.956448;226.23729
"jan";"tr";"crazy";"Sa7";1649;14.318816;207.15303
"jul";"tr";"crazy";"Sa7";1641;-56.4764;128.24411
"jun";"tr";"crazy";"Sa7";1637.5;-62.539097;170.657865
"mar";"tr";"crazy";"Sa7";1634;14.188566;207.15303
"may";"tr";"crazy";"Sa7";1634;-36.89025;153.2365
"nov";"tr";"crazy";"Sa7";1596;-47.11921;55.434387
"oct";"tr";"crazy";"Sa7";1574;109.34053;57.403763
"sep";"tr";"crazy";"Sa7";1603;85.4961;130.84216
"apr";"hd";"month";"Sa7";1677.5;392.335585;128.8693075
"aug";"hd";"month";"Sa7";1925.5;520.91925;280.91014
"dec";"hd";"month";"Sa7";1828.5;530.37018;-46.9230385
"feb";"hd";"month";"Sa7";1665;407.296985;-8.6746825
"jan";"hd";"month";"Sa7";1723.5;453.41587;-47.741875
"jul";"hd";"month";"Sa7";1814;474.07964;261.475975
"jun";"hd";"month";"Sa7";1728;389.013305;252.25081
"mar";"hd";"month";"Sa7";1673;381.213075;100.69016
"may";"hd";"month";"Sa7";1706.5;373.675985;216.22714
"nov";"hd";"month";"Sa7";1909.5;582.255705;-81.2343825
"oct";"hd";"month";"Sa7";1931.5;615.058735;62.0527765
"sep";"hd";"month";"Sa7";1980;586.31255;234.543745
"apr";"str";"month";"Sa7";1657;-129.89223;165.071015
"aug";"str";"month";"Sa7";1681;280.305825;289.014295
"dec";"str";"month";"Sa7";1589;71.74871;46.912533
"feb";"str";"month";"Sa7";1597;-137.18971;16.576447
"jan";"str";"month";"Sa7";1630;-84.936865;-25.49778
"jul";"str";"month";"Sa7";1686;23.575283;278.458845
"jun";"str";"month";"Sa7";1690;-99.088983;273.431195
"mar";"str";"month";"Sa7";1673.5;-171.615645;81.811722
"may";"str";"month";"Sa7";1733.5;-171.52361;202.1575
"nov";"str";"month";"Sa7";1615;265.84031;-44.608055
"oct";"str";"month";"Sa7";1645.5;387.14645;108.084027
"sep";"str";"month";"Sa7";1653;272.70355;281.80191
"apr";"tr";"month";"Sa7";1600;-118.287835;178.09861
"aug";"tr";"month";"Sa7";1657;164.10981;294.28943
"dec";"tr";"month";"Sa7";1536.5;79.610525;52.065233
"feb";"tr";"month";"Sa7";1555;-131.779125;13.5025315
"jan";"tr";"month";"Sa7";1551;-66.2303575;9.6836265
"jul";"tr";"month";"Sa7";1597;5.212622;324.53348
"jun";"tr";"month";"Sa7";1629;-108.619805;288.13121
"mar";"tr";"month";"Sa7";1598;-140.817595;141.46538
"may";"tr";"month";"Sa7";1613;-108.803895;249.459105
"nov";"tr";"month";"Sa7";1635.5;258.32659;3.5601435
"oct";"tr";"month";"Sa7";1684;277.60094;110.3303875
"sep";"tr";"month";"Sa7";1651;183.35901;254.79675
"apr";"hd";"crazy";"Sa8";1772.5;29.7664665;132.66914
"aug";"hd";"crazy";"Sa8";1732;-6.9258205;32.330625
"dec";"hd";"crazy";"Sa8";1810;-126.2261225;-8.558306
"feb";"hd";"crazy";"Sa8";1804.5;50.1411095;362.741015
"jan";"hd";"crazy";"Sa8";1810;49.49153685;324.03592
"jul";"hd";"crazy";"Sa8";1884.5;-204.94055;117.11904
"jun";"hd";"crazy";"Sa8";1828.5;-98.281408;177.80251
"mar";"hd";"crazy";"Sa8";1795;21.7274605;277.47242
"may";"hd";"crazy";"Sa8";1814;-142.279855;195.220405
"nov";"hd";"crazy";"Sa8";1741;-74.0757505;60.6773575
"oct";"hd";"crazy";"Sa8";1669;48.408701;26.480668
"sep";"hd";"crazy";"Sa8";1661;114.439385;143.372215
"apr";"str";"crazy";"Sa8";1773;11.5957415;101.615805
"aug";"str";"crazy";"Sa8";1754.5;15.430283;83.42422
"dec";"str";"crazy";"Sa8";1814;-151.08303;-31.2548045
"feb";"str";"crazy";"Sa8";1795;41.447322;349.82196
"jan";"str";"crazy";"Sa8";1805;34.175874;348.47777
"jul";"str";"crazy";"Sa8";1878;-194.662935;97.80036
"jun";"str";"crazy";"Sa8";1858;-126.84091;124.436477
"mar";"str";"crazy";"Sa8";1795;31.2808395;289.785385
"may";"str";"crazy";"Sa8";1848;-141.933415;178.75767
"nov";"str";"crazy";"Sa8";1768;-113.460772;45.3061365
"oct";"str";"crazy";"Sa8";1685.5;110.877495;28.585505
"sep";"str";"crazy";"Sa8";1653;132.038778;146.420085
"apr";"tr";"crazy";"Sa8";1772.5;-63.487307;128.00967
"aug";"tr";"crazy";"Sa8";1768;-63.3422885;95.019925
"dec";"tr";"crazy";"Sa8";1777;-183.628175;50.162699
"feb";"tr";"crazy";"Sa8";1814;-50.68289;275.5881
"jan";"tr";"crazy";"Sa8";1806;-62.721422;319.85315
"jul";"tr";"crazy";"Sa8";1894;-266.99162;112.614985
"jun";"tr";"crazy";"Sa8";1796;-173.49994;215.15473
"mar";"tr";"crazy";"Sa8";1819;-69.447567;231.24062
"may";"tr";"crazy";"Sa8";1769.5;-202.007315;193.2736
"nov";"tr";"crazy";"Sa8";1690.5;-220.57055;39.969344
"oct";"tr";"crazy";"Sa8";1710.5;48.1126225;29.7447075
"sep";"tr";"crazy";"Sa8";1650.5;84.3030205;128.063513
"apr";"hd";"crazy";"Sa9";1814;-73.31511;16.090155
"aug";"hd";"crazy";"Sa9";1843.5;16.0416505;-78.569465
"dec";"hd";"crazy";"Sa9";1873.5;107.7306675;-192.492205
"feb";"hd";"crazy";"Sa9";1948.5;191.201805;382.19082
"jan";"hd";"crazy";"Sa9";1838;279.783975;300.846215
"jul";"hd";"crazy";"Sa9";1931;198.329125;13.108322
"jun";"hd";"crazy";"Sa9";1899;84.240525;188.517745
"mar";"hd";"crazy";"Sa9";1900;202.31827;167.49366
"may";"hd";"crazy";"Sa9";1828.5;301.570415;217.17969
"nov";"hd";"crazy";"Sa9";1871;241.889905;-147.93448
"oct";"hd";"crazy";"Sa9";1715;-89.768295;-163.81114
"sep";"hd";"crazy";"Sa9";1732.5;-135.805585;-92.67726
"apr";"str";"crazy";"Sa9";1884.5;-96.020287;-10.11525325
"aug";"str";"crazy";"Sa9";1863.5;-157.25081;-45.254931
"dec";"str";"crazy";"Sa9";1863;-47.7539865;-169.134045
"feb";"str";"crazy";"Sa9";1894;-30.751144;351.807825
"jan";"str";"crazy";"Sa9";1819;-13.6362935;282.23262
"jul";"str";"crazy";"Sa9";1973;54.533136;25.3518117
"jun";"str";"crazy";"Sa9";1884;-60.610518;205.913055
"mar";"str";"crazy";"Sa9";1863;58.862567;181.88108
"may";"str";"crazy";"Sa9";1786;107.847005;186.60915
"nov";"str";"crazy";"Sa9";1681.5;71.72264;-125.5688175
"oct";"str";"crazy";"Sa9";1869.5;-251.73764;-145.320015
"sep";"str";"crazy";"Sa9";1859;-250.23627;-90.64364
"apr";"tr";"crazy";"Sa9";1843;11.20241;47.580279
"aug";"tr";"crazy";"Sa9";1777;-55.548996;-115.10632
"dec";"tr";"crazy";"Sa9";1863;-53.445036;-163.752985
"feb";"tr";"crazy";"Sa9";1883.5;117.827633;342.19799
"jan";"tr";"crazy";"Sa9";1873;142.52389;330.571855
"jul";"tr";"crazy";"Sa9";1889.5;90.519405;91.870489
"jun";"tr";"crazy";"Sa9";1899;34.6326435;206.96982
"mar";"tr";"crazy";"Sa9";1899;49.408165;184.814285
"may";"tr";"crazy";"Sa9";1843;166.435205;220.870115
"nov";"tr";"crazy";"Sa9";1809.5;96.52399;-129.005735
"oct";"tr";"crazy";"Sa9";1782.5;-144.198025;-125.803315
"sep";"tr";"crazy";"Sa9";1848;-161.787865;-109.144323
"apr";"hd";"month";"Sa9";1750;328.230025;24.35844185
"aug";"hd";"month";"Sa9";1786;-152.06078;-43.204794
"dec";"hd";"month";"Sa9";1819;-91.654303;291.36316
"feb";"hd";"month";"Sa9";1795;235.80981;309.64849
"jan";"hd";"month";"Sa9";1809;28.318135;349.20456
"jul";"hd";"month";"Sa9";1715;17.870367;-113.605804
"jun";"hd";"month";"Sa9";1732;169.971955;-90.22161
"mar";"hd";"month";"Sa9";1759;299.307585;204.60883
"may";"hd";"month";"Sa9";1759;327.56491;6.2866827
"nov";"hd";"month";"Sa9";1804;-169.630635;210.47183
"oct";"hd";"month";"Sa9";1809;-185.33011;94.292295
"sep";"hd";"month";"Sa9";1804;-187.97679;28.196493
"apr";"str";"month";"Sa9";1750;306.95584;36.469965
"aug";"str";"month";"Sa9";1853;-191.5717;-130.90734
"dec";"str";"month";"Sa9";1858;-145.17665;287.03452
"feb";"str";"month";"Sa9";1777;237.001185;307.94138
"jan";"str";"month";"Sa9";1809;22.203307;357.917425
"jul";"str";"month";"Sa9";1777;27.696348;-108.55906
"jun";"str";"month";"Sa9";1754.5;195.006875;-90.4795075
"mar";"str";"month";"Sa9";1772.5;300.214125;206.710195
"may";"str";"month";"Sa9";1745.5;283.443115;-39.681101
"nov";"str";"month";"Sa9";1863;-197.464185;247.006935
"oct";"str";"month";"Sa9";1878.5;-230.24727;140.226235
"sep";"str";"month";"Sa9";1848;-227.94269;-3.7668505
"apr";"tr";"month";"Sa9";1786;304.42726;52.259722
"aug";"tr";"month";"Sa9";1795;-115.41883;-59.229091
"dec";"tr";"month";"Sa9";1838;-98.925725;302.461315
"feb";"tr";"month";"Sa9";1819;218.873875;320.576495
"jan";"tr";"month";"Sa9";1824;44.104435;356.165135
"jul";"tr";"month";"Sa9";1754.5;6.172137;-78.85427
"jun";"tr";"month";"Sa9";1741;172.669835;-73.01035
"mar";"tr";"month";"Sa9";1786;248.13493;220.21971
"may";"tr";"month";"Sa9";1772.5;258.47856;-9.2738351
"nov";"tr";"month";"Sa9";1814;-144.047815;220.881385
"oct";"tr";"month";"Sa9";1819;-166.570615;105.7126
"sep";"tr";"month";"Sa9";1795.5;-162.08136;62.460049
