"m";"condition";"task";"participant";"z";"X";"y"
"aug";"str";"month";"Sa24";2160.5;-391.77114;-105.1161245
"dec";"str";"month";"Sa24";2312;-129.408145;114.53919275
"feb";"str";"month";"Sa24";2060.25;4.48454165;212.859285
"jan";"str";"month";"Sa24";2278.25;-81.1491915;163.1623975
"jul";"str";"month";"Sa24";2054.25;-360.7729575;-98.775121
"jun";"str";"month";"Sa24";1929;-337.0092725;-59.1270505
"mar";"str";"month";"Sa24";1894.25;-19.510547225;196.522465
"may";"str";"month";"Sa24";1841.75;-196.9922475;86.205053
"nov";"str";"month";"Sa24";2311.75;-163.593965;104.35668875
"oct";"str";"month";"Sa24";2293.25;-244.8361225;55.73695825
"sep";"str";"month";"Sa24";2251.75;-329.538995;-15.4003535
"apr";"tr";"month";"Sa24";1748.25;71.455605575;167.545325
"aug";"tr";"month";"Sa24";1763;-342.76067;-41.10345125
"dec";"tr";"month";"Sa24";2036.5;-245.57421;127.948866
"feb";"tr";"month";"Sa24";2003.5;-36.54464875;212.31527
"jan";"tr";"month";"Sa24";2079;-201.9968875;170.5532225
"jul";"tr";"month";"Sa24";1743.25;-305.2465;-17.44181475
"jun";"tr";"month";"Sa24";1664;-237.9237425;-30.95264225
"mar";"tr";"month";"Sa24";1795.75;55.27986375;186.0907475
"may";"tr";"month";"Sa24";1646;-41.76855175;95.32819425
"nov";"tr";"month";"Sa24";2039.5;-310.2528675;103.55868375
"oct";"tr";"month";"Sa24";2003.5;-339.151455;90.5436855
"sep";"tr";"month";"Sa24";1921.5;-346.1193925;40.46863525
"apr";"hd";"crazy";"Sa25";1821.25;138.36721;174.1403125
"aug";"hd";"crazy";"Sa25";1835.75;79.440796;24.24426635
"dec";"hd";"crazy";"Sa25";1817.75;-166.62924;-233.5509075
"feb";"hd";"crazy";"Sa25";1878.25;110.04868625;423.9606825
"jan";"hd";"crazy";"Sa25";1952.25;103.49884;531.7469
"jul";"hd";"crazy";"Sa25";1854.25;-220.40555;191.6437525
"jun";"hd";"crazy";"Sa25";1895.25;-179.2760775;310.7725575
"mar";"hd";"crazy";"Sa25";1848.5;105.07225875;320.239135
"may";"hd";"crazy";"Sa25";1832.25;-139.39832;353.20019
"nov";"hd";"crazy";"Sa25";1787.5;-217.863075;-181.9228225
"oct";"hd";"crazy";"Sa25";1764;432.98053;-163.55759
"sep";"hd";"crazy";"Sa25";1817.25;535.9692125;-97.2503145
"apr";"str";"crazy";"Sa25";1876.25;57.597874;145.4853065
"aug";"str";"crazy";"Sa25";1853.25;16.7427855;67.08002
"dec";"str";"crazy";"Sa25";1794;-163.886903333333;-253.888
"feb";"str";"crazy";"Sa25";1851.25;69.11631275;442.882125
"jan";"str";"crazy";"Sa25";1827.25;107.712839;455.248905
"jul";"str";"crazy";"Sa25";1841.25;-232.670355;184.6276175
"jun";"str";"crazy";"Sa25";1859.66666666667;-166.890746666667;293.90707
"mar";"str";"crazy";"Sa25";1781.5;70.80568525;348.16603
"may";"str";"crazy";"Sa25";1843.75;-205.60918;330.9726125
"nov";"str";"crazy";"Sa25";1737.25;-245.9579975;-173.028925
"oct";"str";"crazy";"Sa25";1695;337.7031125;-119.06677075
"sep";"str";"crazy";"Sa25";1739;461.679385;17.43523825
"apr";"tr";"crazy";"Sa25";2147.25;357.1381825;142.6197975
"aug";"tr";"crazy";"Sa25";2030.75;329.5056;-55.45831375
"dec";"tr";"crazy";"Sa25";1853.5;292.044385;-229.7480175
"feb";"tr";"crazy";"Sa25";2157.66666666667;293.572536666667;405.832913333333
"jan";"tr";"crazy";"Sa25";2122.66666666667;280.517436666667;465.675566666667
"jul";"tr";"crazy";"Sa25";1771.25;274.4897475;133.0112675
"jun";"tr";"crazy";"Sa25";1860.5;230.193015;293.4171825
"mar";"tr";"crazy";"Sa25";2185.25;371.833845;295.001455
"may";"tr";"crazy";"Sa25";1866.25;297.9104225;338.6547475
"nov";"tr";"crazy";"Sa25";1747;320.388376666667;-245.138656666667
"oct";"tr";"crazy";"Sa25";2457.25;373.945205;-187.807525
"sep";"tr";"crazy";"Sa25";2619;304.790235;-149.990745
"apr";"hd";"month";"Sa25";1992;392.14723;-17.2972325
"aug";"hd";"month";"Sa25";1910.5;-116.86984175;-203.927255
"dec";"hd";"month";"Sa25";2052.25;-302.501255;176.22168
"feb";"hd";"month";"Sa25";2051;546.595935;167.159338
"jan";"hd";"month";"Sa25";2080.33333333333;624.663383333333;262.453726666667
"jul";"hd";"month";"Sa25";2023.5;-16.56820995;-184.929895
"jun";"hd";"month";"Sa25";2137.25;118.68164875;-180.0875875
"mar";"hd";"month";"Sa25";1980;477.96545;3.4385474
"may";"hd";"month";"Sa25";2045;262.08474;-122.41766
"nov";"hd";"month";"Sa25";1980.75;-276.71698;151.19546625
"oct";"hd";"month";"Sa25";1969.75;-241.84252;11.04124575
"sep";"hd";"month";"Sa25";1967.5;-243.37907;-101.354521
"apr";"str";"month";"Sa25";1866.5;193.17901;-87.240635
"aug";"str";"month";"Sa25";1935.5;-172.0137625;-203.95244
"dec";"str";"month";"Sa25";2073.25;-349.45594;212.2844475
"feb";"str";"month";"Sa25";1978.5;440.7517125;209.00954
"jan";"str";"month";"Sa25";2076.5;594.1627175;240.7184575
"jul";"str";"month";"Sa25";2035.25;-6.44823025;-189.6375525
"jun";"str";"month";"Sa25";2069.75;111.1080575;-206.30954
"mar";"str";"month";"Sa25";1916.75;364.4955625;33.47029675
"may";"str";"month";"Sa25";2081;134.085161666667;-110.189813333333
"nov";"str";"month";"Sa25";2040;-364.1503225;77.259054
"oct";"str";"month";"Sa25";1998.25;-323.8123375;-10.09009875
"sep";"str";"month";"Sa25";1909.75;-222.82907;-128.4764685
"apr";"tr";"month";"Sa25";2411.5;217.7376225;-27.22796
"aug";"tr";"month";"Sa25";1830.25;217.7653925;-184.106255
"dec";"tr";"month";"Sa25";1717.5;124.277176;238.9535775
"feb";"tr";"month";"Sa25";2559.25;156.0803875;129.21188
"jan";"tr";"month";"Sa25";2662.66666666667;132.735797666667;177.8867
"jul";"tr";"month";"Sa25";1991.33333333333;253.461883333333;-194.73944
"jun";"tr";"month";"Sa25";2184;208.422145;-179.542755
"mar";"tr";"month";"Sa25";2485;211.0844975;-9.27819425
"may";"tr";"month";"Sa25";2331;245.19086;-138.07330375
"nov";"tr";"month";"Sa25";1685.75;120.792115;146.45697
"oct";"tr";"month";"Sa25";1680.33333333333;155.434016666667;51.4880653333333
"sep";"tr";"month";"Sa25";1747;197.5293775;-126.2769795
"apr";"hd";"month";"Sa26";1915.25;233.469645;253.077885
"aug";"hd";"month";"Sa26";1993.25;272.77437;-81.90778025
"dec";"hd";"month";"Sa26";1934.25;-160.5274785;135.3232025
"feb";"hd";"month";"Sa26";1899.5;-5.6597995;260.1691425
"jan";"hd";"month";"Sa26";1912.25;-95.00736775;236.5296175
"jul";"hd";"month";"Sa26";1983.75;311.204635;-3.954447175
"jun";"hd";"month";"Sa26";1952.5;337.603685;91.657739
"mar";"hd";"month";"Sa26";1904.25;72.46461175;256.19607
"may";"hd";"month";"Sa26";1968;322.64795;206.719735
"nov";"hd";"month";"Sa26";1944.5;-69.205303;-140.4373425
"oct";"hd";"month";"Sa26";1986.75;29.30841675;-148.73125
"sep";"hd";"month";"Sa26";2006.5;108.8043685;-161.9442325
"apr";"str";"month";"Sa26";1894.25;193.4581825;261.34615
"aug";"str";"month";"Sa26";1972.5;263.72587;-119.25998125
"dec";"str";"month";"Sa26";2006.75;-235.26925;127.163475
"feb";"str";"month";"Sa26";1930.75;-43.66543225;255.4627675
"jan";"str";"month";"Sa26";1944.25;-150.2524725;251.586095
"jul";"str";"month";"Sa26";1962;352.4079175;-32.74748475
"jun";"str";"month";"Sa26";1952.75;370.605535;76.213145
"mar";"str";"month";"Sa26";1941.75;28.910305;276.5385125
"may";"str";"month";"Sa26";1939;322.3136275;229.01072
"nov";"str";"month";"Sa26";2003.25;-143.60842;-131.59511
"oct";"str";"month";"Sa26";1980.5;7.85191715;-159.883676
"sep";"str";"month";"Sa26";1986;151.74647625;-142.201815
"apr";"tr";"month";"Sa26";2107.75;277.3947475;249.54376
"aug";"tr";"month";"Sa26";2191.25;233.2629875;-133.253165
"dec";"tr";"month";"Sa26";1807.75;-82.94535625;158.4000225
"feb";"tr";"month";"Sa26";1885.75;85.9085875;261.998285
"jan";"tr";"month";"Sa26";1823.75;-14.409536325;286.711905
"jul";"tr";"month";"Sa26";2233.5;295.7821525;-29.2446255
"jun";"tr";"month";"Sa26";2285.5;343.4180375;32.64494625
"mar";"tr";"month";"Sa26";1977.75;155.725215;262.623485
"may";"tr";"month";"Sa26";2178.75;318.270235;185.0387525
"nov";"tr";"month";"Sa26";1865.5;-12.97200375;-119.92293275
"oct";"tr";"month";"Sa26";1989.75;76.394654;-146.775715
"sep";"tr";"month";"Sa26";2104.25;161.09195;-147.8924025
"apr";"hd";"month";"Sa4";2031;454.4353125;180.0306475
"aug";"hd";"month";"Sa4";1761.5;264.0067925;355.0041575
"dec";"hd";"month";"Sa4";1774.25;248.442765;162.9336125
"feb";"hd";"month";"Sa4";1942.75;380.77594;131.6675125
"jan";"hd";"month";"Sa4";1866.5;329.1261525;138.3502025
"jul";"hd";"month";"Sa4";1925.75;407.90091;346.76151
"jun";"hd";"month";"Sa4";1986;431.0676125;317.1604625
"mar";"hd";"month";"Sa4";1984;424.4496325;144.7181275
"may";"hd";"month";"Sa4";2045.25;464.3104375;223.802895
"nov";"hd";"month";"Sa4";1743.5;212.9822125;219.8211575
"oct";"hd";"month";"Sa4";1713;203.0984125;272.1686325
"sep";"hd";"month";"Sa4";1719.5;183.892175;316.6342525
"apr";"str";"month";"Sa4";1693.75;198.52403;205.8692175
"aug";"str";"month";"Sa4";1693.75;-129.48976;354.4219375
"dec";"str";"month";"Sa4";1669;-61.932113;197.1394125
"feb";"str";"month";"Sa4";1657.33333333333;87.275048;167.888156666667
"jan";"str";"month";"Sa4";1669;12.164080325;198.481
"jul";"str";"month";"Sa4";1687.75;75.49595975;367.83423
"jun";"str";"month";"Sa4";1683.75;141.0672825;339.778805
"mar";"str";"month";"Sa4";1675.5;172.9789325;189.7746575
"may";"str";"month";"Sa4";1695.75;212.703465;284.8497775
"nov";"str";"month";"Sa4";1683.75;-163.54493;227.5302275
"oct";"str";"month";"Sa4";1706.5;-171.8726925;257.90713
"sep";"str";"month";"Sa4";1710.5;-155.21977;317.937605
"apr";"tr";"month";"Sa4";1622.75;141.5444225;224.2544425
"aug";"tr";"month";"Sa4";1594.25;-175.2179225;393.1739225
"dec";"tr";"month";"Sa4";1612.75;-144.20108;191.233885
"feb";"tr";"month";"Sa4";1607.75;32.14616575;165.9371675
"jan";"tr";"month";"Sa4";1599.75;-42.28694175;164.05724
"jul";"tr";"month";"Sa4";1601.75;15.780664;378.3341125
"jun";"tr";"month";"Sa4";1628.5;86.70527475;336.8577325
"mar";"tr";"month";"Sa4";1599.75;111.26001;195.78006
"may";"tr";"month";"Sa4";1622;159.1842075;278.6993725
"nov";"tr";"month";"Sa4";1619;-209.1732375;219.3218825
"oct";"tr";"month";"Sa4";1603.5;-233.94201;261.77209
"sep";"tr";"month";"Sa4";1595.75;-210.6025075;324.27861
"apr";"hd";"month";"Sa5";1809.25;23.40852675;270.8222675
"aug";"hd";"month";"Sa5";1881.5;23.2348645;59.9149645
"dec";"hd";"month";"Sa5";1865;305.192675;341.1881025
"feb";"hd";"month";"Sa5";1797.25;161.1305645;344.131315
"jan";"hd";"month";"Sa5";1784.5;202.83837;367.2632675
"jul";"hd";"month";"Sa5";1858.5;-33.54068;112.43957175
"jun";"hd";"month";"Sa5";1863;-48.27064825;130.886455
"mar";"hd";"month";"Sa5";1768;72.467623;354.6811375
"may";"hd";"month";"Sa5";1810;17.1313865;240.364195
"nov";"hd";"month";"Sa5";1876.5;292.9735225;238.5072625
"oct";"hd";"month";"Sa5";1894.25;250.38564;136.6891
"sep";"hd";"month";"Sa5";1907;98.6097125;49.68685425
"apr";"str";"month";"Sa5";1786;-83.7142633333333;278.097033333333
"aug";"str";"month";"Sa5";1870.5;-103.07159;78.9319035
"dec";"str";"month";"Sa5";1792.75;205.49674;333.1503775
"feb";"str";"month";"Sa5";1750;24.3758681666667;343.33202
"jan";"str";"month";"Sa5";1777.2;138.2199044;323.003992
"jul";"str";"month";"Sa5";1856;-134.85823;89.997931
"jun";"str";"month";"Sa5";1853.66666666667;-126.30602;166.120806666667
"mar";"str";"month";"Sa5";1734.25;-10.5589161;316.302975
"may";"str";"month";"Sa5";1790.5;-102.75421325;229.985875
"nov";"str";"month";"Sa5";1816.5;194.775855;261.9700725
"oct";"str";"month";"Sa5";1843.25;148.5532075;133.835746
"sep";"str";"month";"Sa5";1859.66666666667;7.242507;67.497814
"apr";"tr";"month";"Sa5";1780.25;74.892029;305.4835475
"aug";"tr";"month";"Sa5";1800;-17.2199091;62.412288
"dec";"tr";"month";"Sa5";1908.25;272.097485;323.9842725
"feb";"tr";"month";"Sa5";1782;110.4529;361.8743975
"jan";"tr";"month";"Sa5";1825.25;188.2994175;348.659695
"jul";"tr";"month";"Sa5";1759;-30.528414;105.0856625
"jun";"tr";"month";"Sa5";1763.5;-59.63103325;124.0240075
"mar";"tr";"month";"Sa5";1784.25;105.34014975;326.55453
"may";"tr";"month";"Sa5";1768;10.090045;222.5043125
"nov";"tr";"month";"Sa5";1887.75;243.7828925;246.9014275
"oct";"tr";"month";"Sa5";1915;205.5180375;125.4593825
"sep";"tr";"month";"Sa5";1883.5;60.393462;45.54143375
"apr";"hd";"crazy";"Sa6";1950.25;288.410405;206.34245
"aug";"hd";"crazy";"Sa6";1918.5;375.4664525;65.4089015
"dec";"hd";"crazy";"Sa6";1931.25;218.495695;-127.43360625
"feb";"hd";"crazy";"Sa6";2054.5;196.772175;474.608405
"jan";"hd";"crazy";"Sa6";2118.5;318.809925;471.1150925
"jul";"hd";"crazy";"Sa6";2004.5;89.07235575;183.0480975
"jun";"hd";"crazy";"Sa6";1976.5;127.8317215;196.9353625
"mar";"hd";"crazy";"Sa6";1953;210.986775;371.4938075
"may";"hd";"crazy";"Sa6";1986.25;146.874690825;223.7481925
"nov";"hd";"crazy";"Sa6";1883.5;114.47632125;-117.7747075
"oct";"hd";"crazy";"Sa6";1863.25;452.9600375;-96.67200575
"sep";"hd";"crazy";"Sa6";1895.25;491.04728;118.824871
"apr";"str";"crazy";"Sa6";1834.5;23.777156075;184.45568
"aug";"str";"crazy";"Sa6";1812.5;59.82122725;83.131581
"dec";"str";"crazy";"Sa6";1845.75;-27.90083725;-123.05896325
"feb";"str";"crazy";"Sa6";2015.25;-10.35746975;424.0440425
"jan";"str";"crazy";"Sa6";1947.25;118.6347725;429.7055725
"jul";"str";"crazy";"Sa6";2001;-83.30919;178.24144
"jun";"str";"crazy";"Sa6";1975.25;-50.83223;196.97053
"mar";"str";"crazy";"Sa6";1936.25;-11.08772575;345.8045875
"may";"str";"crazy";"Sa6";1944.5;-106.37603;175.6907225
"nov";"str";"crazy";"Sa6";1980.25;-87.34217875;-102.469023
"oct";"str";"crazy";"Sa6";1677.5;94.28667;-73.645118725
"sep";"str";"crazy";"Sa6";1690;139.30758025;149.6676375
"apr";"tr";"crazy";"Sa6";1843;-39.2473605;238.3635475
"aug";"tr";"crazy";"Sa6";1786.5;8.9525515;100.166559
"dec";"tr";"crazy";"Sa6";1810.5;-85.4109955;-65.8987325
"feb";"tr";"crazy";"Sa6";1955.75;-75.40126875;432.10652
"jan";"tr";"crazy";"Sa6";1947.25;22.760325;437.99904
"jul";"tr";"crazy";"Sa6";1928.25;-150.39186;204.4216875
"jun";"tr";"crazy";"Sa6";1937;-117.79461;211.17516
"mar";"tr";"crazy";"Sa6";1893.75;-79.03481625;347.0845175
"may";"tr";"crazy";"Sa6";1917.25;-180.5499325;224.59135
"nov";"tr";"crazy";"Sa6";1864.5;-137.02429875;-81.4114985
"oct";"tr";"crazy";"Sa6";1700;61.8869665;-23.46935375
"sep";"tr";"crazy";"Sa6";1696;114.78717;138.5208325
"apr";"hd";"month";"Sa6";1741.75;-199.63285;57.70115025
"aug";"hd";"month";"Sa6";1669;265.2037975;-61.537083
"dec";"hd";"month";"Sa6";1730.75;21.85810325;404.4978725
"feb";"hd";"month";"Sa6";1765.75;-191.8313075;252.6888925
"jan";"hd";"month";"Sa6";1750.5;-149.5825675;319.6543125
"jul";"hd";"month";"Sa6";1601.75;164.7992775;-100.193116
"jun";"hd";"month";"Sa6";1663.5;-72.502777;-132.820325
"mar";"hd";"month";"Sa6";1756.75;-215.72437;152.509265
"may";"hd";"month";"Sa6";1705;-181.53896;-13.38800285
"nov";"hd";"month";"Sa6";1710;208.7165375;341.9010175
"oct";"hd";"month";"Sa6";1715.5;271.5070175;185.8024625
"sep";"hd";"month";"Sa6";1738.25;334.920995;47.23165525
"apr";"str";"month";"Sa6";1761;-211.884185;24.7083875
"aug";"str";"month";"Sa6";1757.5;303.68136;-24.18831405
"dec";"str";"month";"Sa6";1786.5;5.83999875;398.2836325
"feb";"str";"month";"Sa6";1824.25;-185.9223025;274.3616125
"jan";"str";"month";"Sa6";1817;-210.0975725;352.28366
"jul";"str";"month";"Sa6";1698;190.6113625;-101.06619375
"jun";"str";"month";"Sa6";1684.75;-92.913826;-138.778385
"mar";"str";"month";"Sa6";1760;-229.53217;129.0299535
"may";"str";"month";"Sa6";1736.5;-212.3934525;3.07040275
"nov";"str";"month";"Sa6";1756;174.3097175;348.346655
"oct";"str";"month";"Sa6";1774.25;346.0803425;170.7494675
"sep";"str";"month";"Sa6";1743;304.4038575;99.85135625
"apr";"tr";"month";"Sa6";1676.75;68.348724;91.022578
"aug";"tr";"month";"Sa6";2118.25;369.5487725;-72.55582425
"dec";"tr";"month";"Sa6";1936.25;200.1972775;351.2724975
"feb";"tr";"month";"Sa6";1735;93.63719525;275.3146
"jan";"tr";"month";"Sa6";1754.5;117.58233;345.9925875
"jul";"tr";"month";"Sa6";1996.33333333333;349.711443333333;-167.03902
"jun";"tr";"month";"Sa6";1801;181.10658;-129.59791
"mar";"tr";"month";"Sa6";1730.75;79.16292575;175.277829
"may";"tr";"month";"Sa6";1701;142.667595;-34.22886325
"nov";"tr";"month";"Sa6";2044;247.2293025;301.856945
"oct";"tr";"month";"Sa6";2177;374.83004;166.073923333333
"sep";"tr";"month";"Sa6";2206;327.2349375;58.3910312
"apr";"hd";"crazy";"Sa7";1890.33333333333;545.066686666667;181.59276
"aug";"hd";"crazy";"Sa7";1808;546.493113333333;85.698095
"dec";"hd";"crazy";"Sa7";1704;478.788606666667;-20.4440626666667
"feb";"hd";"crazy";"Sa7";1876.33333333333;458.402426666667;297.64264
"jan";"hd";"crazy";"Sa7";1830.33333333333;462.085336666667;273.311356666667
"jul";"hd";"crazy";"Sa7";1712;454.050903333333;95.1033066666667
"jun";"hd";"crazy";"Sa7";1735;440.84474;154.796586666667
"mar";"hd";"crazy";"Sa7";1846.33333333333;483.155716666667;226.51687
"may";"hd";"crazy";"Sa7";1709.33333333333;427.736373333333;160.257836666667
"nov";"hd";"crazy";"Sa7";1703.66666666667;470.55798;0.983489
"oct";"hd";"crazy";"Sa7";1847;578.7957;-4.99409933333333
"sep";"hd";"crazy";"Sa7";1907.66666666667;574.27977;171.15368
"apr";"str";"crazy";"Sa7";1555.33333333333;73.8610513333333;157.43691
"aug";"str";"crazy";"Sa7";1537.33333333333;33.844153;113.01297
"dec";"str";"crazy";"Sa7";1523.66666666667;-44.852296;46.696027
"feb";"str";"crazy";"Sa7";1618.33333333333;59.0373956666667;255.696923333333
"jan";"str";"crazy";"Sa7";1593.33333333333;26.8280406666667;222.184476666667
"jul";"str";"crazy";"Sa7";1569.66666666667;-38.9927723333333;142.605203333333
"jun";"str";"crazy";"Sa7";1581.33333333333;-28.326755;183.963923333333
"mar";"str";"crazy";"Sa7";1598.33333333333;37.9930766666667;217.30038
"may";"str";"crazy";"Sa7";1574.33333333333;-54.5544876666667;163.02377
"nov";"str";"crazy";"Sa7";1526;-59.5112225;47.6558245
"oct";"str";"crazy";"Sa7";1525.66666666667;128.301493333333;55.6167206666667
"sep";"str";"crazy";"Sa7";1544;122.497558333333;141.948143333333
"apr";"tr";"crazy";"Sa7";1644.33333333333;48.6098996666667;156.99753
"aug";"tr";"crazy";"Sa7";1619;12.130609;105.959219666667
"dec";"tr";"crazy";"Sa7";1596.5;-47.133968;47.2364185
"feb";"tr";"crazy";"Sa7";1676.33333333333;41.567144;233.61117
"jan";"tr";"crazy";"Sa7";1657.66666666667;19.3181376666667;214.64153
"jul";"tr";"crazy";"Sa7";1660.66666666667;-54.573581;131.869701666667
"jun";"tr";"crazy";"Sa7";1637.5;-62.539097;170.657865
"mar";"tr";"crazy";"Sa7";1663.66666666667;13.6033248;202.831633333333
"may";"tr";"crazy";"Sa7";1647;-36.9290545;138.790321666667
"nov";"tr";"crazy";"Sa7";1609;-51.91474;57.85239
"oct";"tr";"crazy";"Sa7";1599;111.554816666667;33.4962273333333
"sep";"tr";"crazy";"Sa7";1615.66666666667;95.3117466666667;134.54995
"apr";"hd";"month";"Sa7";1681.75;397.9424225;126.91079625
"aug";"hd";"month";"Sa7";1923;533.208335;275.9015975
"dec";"hd";"month";"Sa7";1832;531.7096;-36.7704995
"feb";"hd";"month";"Sa7";1673.25;396.6594575;-1.25954675
"jan";"hd";"month";"Sa7";1721.5;449.049045;-50.70288775
"jul";"hd";"month";"Sa7";1814.25;481.189095;258.4598275
"jun";"hd";"month";"Sa7";1726.25;395.4628675;250.3817275
"mar";"hd";"month";"Sa7";1671.25;393.897265;98.627436
"may";"hd";"month";"Sa7";1708.75;380.65825;223.8775825
"nov";"hd";"month";"Sa7";1905.75;588.1161025;-88.83446375
"oct";"hd";"month";"Sa7";1934.75;612.9968925;45.9100415
"sep";"hd";"month";"Sa7";1969.25;585.365635;222.650615
"apr";"str";"month";"Sa7";1650.25;-146.0827375;165.9875425
"aug";"str";"month";"Sa7";1665.25;248.03162;297.2639
"dec";"str";"month";"Sa7";1581.66666666667;84.3464683333333;26.280926
"feb";"str";"month";"Sa7";1611;-138.58251125;30.0182455
"jan";"str";"month";"Sa7";1640.75;-79.43163175;-11.0717275
"jul";"str";"month";"Sa7";1716;28.1700705;205.4537275
"jun";"str";"month";"Sa7";1689;-100.480918;281.692515
"mar";"str";"month";"Sa7";1663.25;-170.9765625;86.56281175
"may";"str";"month";"Sa7";1733.5;-171.52361;202.1575
"nov";"str";"month";"Sa7";1623;286.5591475;-45.8584565
"oct";"str";"month";"Sa7";1642.25;354.90957;114.2426782
"sep";"str";"month";"Sa7";1654.5;267.322495;283.166945
"apr";"tr";"month";"Sa7";1620;-138.8373825;178.9869225
"aug";"tr";"month";"Sa7";1672.75;174.5788575;294.7353125
"dec";"tr";"month";"Sa7";1557.25;73.42061675;38.51489725
"feb";"tr";"month";"Sa7";1570.5;-130.332051;12.788772325
"jan";"tr";"month";"Sa7";1561.75;-61.11935725;16.56473625
"jul";"tr";"month";"Sa7";1620.25;4.92737425;317.22689
"jun";"tr";"month";"Sa7";1628;-108.26985625;288.9057725
"mar";"tr";"month";"Sa7";1604.5;-141.01124125;131.5698365
"may";"tr";"month";"Sa7";1616;-123.2868175;245.59851
"nov";"tr";"month";"Sa7";1638.25;233.1987425;14.17246725
"oct";"tr";"month";"Sa7";1679;281.446805;111.5087245
"sep";"tr";"month";"Sa7";1649.25;185.0948125;251.8735075
"apr";"hd";"crazy";"Sa8";1759.25;20.94593175;121.9777835
"aug";"hd";"crazy";"Sa8";1722;-9.478718;49.732887
"dec";"hd";"crazy";"Sa8";1794.5;-129.41029375;-4.2791645
"feb";"hd";"crazy";"Sa8";1817.25;45.314028;370.1448625
"jan";"hd";"crazy";"Sa8";1810;38.231863425;315.6504125
"jul";"hd";"crazy";"Sa8";1893.75;-211.6015325;100.97802
"jun";"hd";"crazy";"Sa8";1851.75;-123.17305;181.1746775
"mar";"hd";"crazy";"Sa8";1795;40.47823275;277.4567875
"may";"hd";"crazy";"Sa8";1816.5;-142.2694525;184.149155
"nov";"hd";"crazy";"Sa8";1746;-85.73919275;51.050156
"oct";"hd";"crazy";"Sa8";1677.5;50.395024;20.5143445
"sep";"hd";"crazy";"Sa8";1669.5;108.2993975;143.5267775
"apr";"str";"crazy";"Sa8";1776.25;7.76901025;116.6861725
"aug";"str";"crazy";"Sa8";1746;9.838225;78.744764
"dec";"str";"crazy";"Sa8";1812.5;-142.3936335;-18.47901775
"feb";"str";"crazy";"Sa8";1792.25;43.6389775;347.39019
"jan";"str";"crazy";"Sa8";1806;32.89334;338.784565
"jul";"str";"crazy";"Sa8";1878.25;-190.7502375;103.38938
"jun";"str";"crazy";"Sa8";1853.25;-128.30665375;140.2718335
"mar";"str";"crazy";"Sa8";1788.75;33.9457665;303.3075025
"may";"str";"crazy";"Sa8";1848.25;-144.51583;196.99657
"nov";"str";"crazy";"Sa8";1773;-112.50474;51.89851775
"oct";"str";"crazy";"Sa8";1676;107.9104295;21.9028085
"sep";"str";"crazy";"Sa8";1666.25;127.92807;145.6476915
"apr";"tr";"crazy";"Sa8";1758.75;-62.479181;132.1511875
"aug";"tr";"crazy";"Sa8";1717.5;-53.25963875;92.3202825
"dec";"tr";"crazy";"Sa8";1734.5;-183.5317925;43.72660825
"feb";"tr";"crazy";"Sa8";1814;-44.150685;315.80354
"jan";"tr";"crazy";"Sa8";1791.25;-64.211493;319.59743
"jul";"tr";"crazy";"Sa8";1846.5;-266.2153425;116.6232125
"jun";"tr";"crazy";"Sa8";1807;-196.80166;210.5786175
"mar";"tr";"crazy";"Sa8";1783.75;-66.28770025;256.2777025
"may";"tr";"crazy";"Sa8";1738.25;-205.80714;192.83553
"nov";"tr";"crazy";"Sa8";1652.75;-182.47155475;39.9228885
"oct";"tr";"crazy";"Sa8";1707.25;55.8051945;23.03467925
"sep";"tr";"crazy";"Sa8";1657.25;89.3619435;126.8317815
"apr";"hd";"crazy";"Sa9";1808.66666666667;-67.8538833333333;36.0068403333333
"aug";"hd";"crazy";"Sa9";1815;55.37453575;-64.33835375
"dec";"hd";"crazy";"Sa9";1871;69.08243475;-177.8902925
"feb";"hd";"crazy";"Sa9";1951.5;182.8410725;361.457605
"jan";"hd";"crazy";"Sa9";1833.25;246.6544525;316.37592
"jul";"hd";"crazy";"Sa9";1931;187.65948425;8.728876
"jun";"hd";"crazy";"Sa9";1905.25;56.977875;183.2369725
"mar";"hd";"crazy";"Sa9";1895.5;167.726012;144.306554
"may";"hd";"crazy";"Sa9";1829;276.7569325;219.65878
"nov";"hd";"crazy";"Sa9";1903.75;233.188341;-152.1168225
"oct";"hd";"crazy";"Sa9";1709.33333333333;-84.3759516666667;-159.089116666667
"sep";"hd";"crazy";"Sa9";1730.75;-154.96622575;-109.234211
"apr";"str";"crazy";"Sa9";1882.5;-114.543141;7.766341375
"aug";"str";"crazy";"Sa9";1864;-156.207935;-42.45024075
"dec";"str";"crazy";"Sa9";1901;-63.76299375;-175.8679575
"feb";"str";"crazy";"Sa9";1876.25;-13.890267;358.78532
"jan";"str";"crazy";"Sa9";1829.5;-14.16858175;212.210205
"jul";"str";"crazy";"Sa9";1977.5;32.3801865;31.30684585
"jun";"str";"crazy";"Sa9";1886.5;-82.123039;195.21866
"mar";"str";"crazy";"Sa9";1842.75;8.840931;195.55428
"may";"str";"crazy";"Sa9";1764.25;103.32603;191.1014675
"nov";"str";"crazy";"Sa9";1699;36.054094;-127.14399375
"oct";"str";"crazy";"Sa9";1864.5;-281.6356475;-145.3946675
"sep";"str";"crazy";"Sa9";1867.75;-305.69803;-101.597211
"apr";"tr";"crazy";"Sa9";1834.75;-11.99772;63.79858125
"aug";"tr";"crazy";"Sa9";1769;-63.0994466666667;-83.7976743333333
